Dealer Name,Address,City,State,Contact,Email
Nanavati Automobiles,At PO Dhoran Pardi NH8 Ghalapatia394150,Surat,Gujarat,/9727748461 / 02621-290459 / 9727748018,NAPL.SERVICE@gmail.com
Globe Auto Parts (Regd),7001 Nand Farms  Near Connect Office Paragpur NH1 Jalandhar Phagwara Highway GT Road 144001,Jalandhar,Punjab,"98760 02314, 8195096000","sethiglobe@live.com, globeleyland_service@yahoo.com"
Gemini Motors,"8478 NH17, Colvale Industrial Estate Bardez, 403513",North Goa,Goa,9422393288,geminimotorsgoa@gmail.com
Kandla Motors Pvt. Ltd.,Survey No.2000/32 NH8A Near swami narayan Gurukal Bachau kandla Highway370201,Kachchh,Gujarat,2837291020,kmplworks@agrawalgroup.in
Automotive Manufactures Pvt. Ltd.,"PLOT NO. D 229, MIDC, TRANS THANE CREEK INDUSTRIAL AREA, THANE BELAPUR ROAD, SHIRVANE VILLAGE, NERUL, NAVI MUMBAI400 706",Thane,Maharashtra,9769210269/9769210256/9769210369,lservice.nm1@automotiveml.com
Landmark Commercial Vehicles Pvt. Ltd.,Old NH 8  Landmark Compound  460  G.S.F.C. Nagar  Dashrath391740,Vadodara,Gujarat,02652306000/8141155000/7567811666/ 9099084896-9099239014 / 8238061598,servicebaroda.hcv@landmarkindia.net
Automotive Manufactures Pvt. Ltd.,"B-5, Shram Jeevan Building,Wadal RTO, Behind IOC petrol Pump,Wadala,Mumbai400 070",Mumbai,Maharashtra,9769210257/9769210276/9769210374,lservice.mum@automotiveml.com
Yashwant Auto Pvt. Ltd.,"238/239 SH 60 ,Aurangabad road, Pokhardi414001",Ahmed Nagar,Maharashtra,02412726125/8805001111/9881515555,jitu_5055@yahoo.co.in
Rajesh Motors (Agencies) Pvt. Ltd.,Gat No 323 NH4 Ambap crossing/PB Road Hatkanangle416 112,Kolhapur,Maharashtra,02303940001/02302407613/9422415119/9422415113,kolhapur@rajeshmotors.com
Gulf Ashley Motor Ltd 8114,NH-53 FCI Godown road  Ramnagar  788 003,Cachar,Assam,9435172284,gamlsilchar@gmail.com
Aditya Agency,"Padmaja city, SH3, Nanded Latur Highway431606",Nanded,Maharashtra,02462229033/9422170681,adityaagency@rediffmail.com
Gulf Ashley Motor Ltd,7929 NH52 Barihargaon  PO.Dekargaon 784 501,Sonitpur,Assam,98599 52606,gamiltezpur@gmail.com
Gulf Ashley Motor Ltd,7919 NH-37 At Road  P.O  Laipuli  Via Panitola 786 183,Tinsukia,Assam,96789 03832,gaml.ghy@ashokleyland.com
Rajesh Motors (Agencies) Pvt. Ltd.,101/A5 NH4  Jai Malhar  Housing Society  Khed Chowk415 001,Satara,Maharashtra,02162233045/9422415112/9881726699/9881788834,satara@rajeshmotors.com
Grover Motors Pvt. Ltd.,8319 Plot No 274  Focal Point Road Aarti Steels  Industrial Area 141010,Ludhiana,Punjab,97794 55010,"groverleyland@gmail.com, jssandhu.grovermotors@gmail.com, rajkumargrovermotors@gmail.com"
Sagar Motors,Surveyno13 1OppIOC Pump MIDCNH9SolapurUmarga Highway Umarga413606,Osmanabad,Maharashtra,02475202111/9764449550,wm.omg@sagarmotor.com
GRD Trucks Pvt. Ltd.,33936 7th Km from Palwal  Opp.Able Charitable Hospital  Behrolia Village  Palwal 121102,Faridabad,Haryana,"08930535342,  09311036524",service.palwal@grdtrucks.com
GRD Trucks Pvt. Ltd.,"35056  101-B, Khasara No 732-734,  J Block, Prem Nagar, Opp to Okhla Turn, M-B Road, 110044",New Delhi,Delhi,9643105581,service.delhi@grdtrucks.com
Sagar Motors,Sagar House Vivekanand Chowk  Nanded Road413 512,Latur,Maharashtra,02382257333/9823107111,manohar_ltr@rediffmail.com
Goel Cargo Pvt. Ltd.,28858 Jayant Road  Rewa Tower 486889,Sidhi,Madhya Pradesh,98930 68999,"sgrl.goelal@gmail.com, director.gelashokleyland@gmail.com"
Mahesh Auto Engineering,"D-199, near maitreya dairy, MIDC, Avadhan424006",Dhule,Maharashtra,9922828115/08408852000/9960822000/9960835556,maheshautoservice@gmail.com
Gulf Ashley Motor Ltd,"35855 NH 37,Barsajai,Beharbari,Kamrup 781029",Kamrup,Assam,9954040508,ratan.adhikary@gamltrucks.com
Sagar Motors,Survey No.131/166  NH 211 Ghosapuri Village  Jalna Road431122,Beed,Maharashtra,02442227726/9764449550/9049011111,shekhar.kore@sagarmotors.com
Automotive Manufactures Pvt. Ltd.,"Sur No 28P,  Block D  Plot no   223 -IDA, Autonagar530 012",Visakhapatnam,Andhra Pradesh,7093006286-8978856720 / 9866733633-7032724248-9701064690,dwm.auto-vzg39@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"Survey No. 229/1A,NH 5,Gudavalli Village, Vijayawada Rural521104",Krishna,Andhra Pradesh,9848010000-8008012134 / 8790177788-7032724248-9701064690,mastan@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"Sur No 140, Opp Seshagaripalli.516162",Cuddapah,Andhra Pradesh,9989218885-9849726024,sivaprasadrdy.kdp@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"8571 RP Road , Raniganj500003",Hyderabad,Telangana,04027543701/04024128891/04064639888-9,headalservice@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"NH 5 Plot no.48 49 and 50 Indusrial Park,Apiic NH 5523101",Prakasam,Andhra Pradesh,9949041244,Workshop.skonda@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"P No 1A/12/14-18 29 33, Sur No-47 288  NH9, Vijayawada Road508206",Nalgonda,Telangana,9848010000-8008012134 / 8790177788-7032724248-9701064690,mastan@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"D No 3-305/1, NH5 Velgubanda, Towards Rajanagaram533294",East Godavari,Andhra Pradesh,9704234020-9989482834 / 9949422277-7032724248-9701064690,mastan@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"5-100/26/A, In front of Andhra Bank, Beside TRS Office, Warangal Road, Thimmapur (M.O.),505527",Karim Nagar,Telangana,8978299667-8008412323 / 7093939414-9949821107-9701064690,mastan@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"Pappireddy palli Bangalore Highway,Ankisettypalli Pancha517325",Chittoor,Andhra Pradesh,8978801835 / 9989218883-8106977788-9701064690,wm.mdpl@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"192,NH4,Bangalore Highway,  Kukalapalli Village517 218",Chittoor,Andhra Pradesh,9000526862/9849536275,wm.ctr@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"Survey No 111, 100 Feet Road,  Industrial Area  Sarpavaram533005",East Godavari,Andhra Pradesh,08842345161/9676590101,Dwm.kkdW@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"Survey No.283/2 and 284,NH 5,Budumpadu Post, Guntur Rural522017",Guntur,Andhra Pradesh,8790811557-9000131010 / 8790177788-7032724248-9701064690,wm.gnt@automotiveml.com
Automotive Manufactures Pvt. Ltd.,"Plot N0-142-146-Katatur Post, Opp FCI Godown IDA524 320",Nellore,Andhra Pradesh,08612383066-67 / 9000012194-9959900685 / 9849534576-7032724248,wmnlr.nlr@automotiveml.com
T V Sundram Iyengar and Sons Limited,Thanniruhalla Chikkamandiganahalli NH48 BM Road573201,Hassan,Karnataka,08172257377/9900567948,smwhassan@sundarammotors.com
T V Sundram Iyengar and Sons Limited,Survey No 100 NH4 Sri Ranganatha Mills Compound  Bypass Road  Opp  AMPC Yard577 501,Chitradurga,Karnataka,9845521118/8861179407,Shankar.shetty@tvs.in
Gulf Ashley Motor Ltd,8398 13th Km milestone Patadi  Korba Champa Road 495677,Korba,Chattisgarh,9111102801,sunilkumar.lal@gamltrucks.com
T V Sundram Iyengar and Sons Limited,NH13 Indi Road Cross586101,Bijapur(KAR),Karnataka,8352254423 / 7022564999 / 9108050695-7022264402-9108050696,alservice.bijapur@tvs.in
Gulf Ashley Motor Ltd,8377 13th Km milestone NH 200 Raipur Bilaspur Road 495001,Bilaspur(CGH),Chattisgarh,9111102801,sunilkumar.lal@gamltrucks.com
T V Sundram Iyengar and Sons Limited,NH17 Near Vardharaja Hotel Shirkvli village581314,Uttara Kannada,Karnataka,08388-231656 / 7760501411 / 9108464451-7022024515,alservice.ankola@tvs.in
T V Sundram Iyengar and Sons Limited,76  Opp to PEPSI Kemwell Factory   Tonnathinnakuppe  T- Begur  Tumkur Main560049,Bangalore,Karnataka,8027733789,bijujohn.cheriyan@tvs.in
T V Sundram Iyengar and Sons Limited,Plot No 21D  Survey No 78 KIADB Ind.Estate  Jadikatte Village  Nibige Post577222,Shimoga,Karnataka,9740035707-9916757800 / 9741011665-7022024515,alworkshop.shimoga@tvs.in
T V Sundram Iyengar and Sons Limited,52/A  II STAGE  INDUSTRIAL SUBURB MYSORE SOUTH570008,Mysore,Karnataka,8105166377-7022024831 / 9741011665-7022024515,alservice.mysore@tvs.in
T V Sundram Iyengar and Sons Limited,147/5B2 147/6A-6C Cuddalore Chittor Road606604,Tiruvannamalai,Tamil Nadu,04175-241500 / 8056775539 / 04175-241510 / 9566961751,alservice.tiruvannamalai@tvs.in
T V Sundram Iyengar and Sons Limited,"Bangalore Road, Konavattam632013",Vellore,Tamil Nadu,0416-2290097 / 9940178158 - 9894903255 / 0416-2290098 / 9092400752,alcre.vellore@tvs.in
T V Sundram Iyengar and Sons Limited,"No.52, Madhavaram Redhills High Road, Vadaperumbakkam, Chennai, Madhavaram600060",Tiruvallur,Tamil Nadu,8056052223 / 9840257307,aldwm.madhavaram@tvs.in
Gulf Ashley Motor Ltd,"37221 NH-27, Survey No.261/2, Village Nani Chirai, Bhacchau  370140",Kachchh,Gujarat,"7574810870, 7574810868,  7574810867",radheyshyam.rathor@gamltrucks.com service.gandhidham@gamltrucks.com
T V Sundram Iyengar and Sons Limited,Plot No.24B KIADB NH4 Tamaka Industrial Area563101,Kolar,Karnataka,08152223324/08152223325,alservice.kolar@tvs.in
Gulf Ashley Motor Ltd,"39980 Bilaspur Main Road, Near Mahamaya Petrol Pump, Lakhanpur  497116",Surguja,Chattisgarh,9111102801,sunilkumar.lal@gamltrucks.com
T V Sundram Iyengar and Sons Limited,Survey No 119 Opp TV Station Humnabad Road Kanpoor Village585104,Gulbarga,Karnataka,9900261634 / 7676792029-9148587292,alworkshop.gulbarga@tvs.in
Gulf Ashley Motor Ltd,"39979 Main Road, Gerwani, 496001",Raigarh,Chattisgarh,9111102801,sunilkumar.lal@gamltrucks.com
T V Sundram Iyengar and Sons Limited,"Ecomet Workshop 29A/ 30/1 20/2B By Pass road , Poonamallee600056",Kanchipuram,Tamil Nadu,9940123266 - 9003030911 / 9940029803,alservice.icvworkshop@tvs.in
T V Sundram Iyengar and Sons Limited,NH 17  N.B.Compound  Near Air Station  Brahmavar576 213,Udupi,Karnataka,0820-2505122 / 7022375666 / 9108464451-7022024515,alservice.udupi@tvs.in
Gulf Ashley Motor Ltd,"7789 NH- 33, ASANBANI, NEAR RELIANCE PETROL PUMP. JAMSHEDPUR, PIN. 832401",Seraikela-kharsawan,Jharkhand,"990538777(ser), 9934316144(sal)",amit.pandey@ashokleyland.com;(ser);suvrakanti.chowdhury@ashokleyland.com(sal)
T V Sundram Iyengar and Sons Limited,1 NH45 New Madras Highway Subramaniapuram620020,Tiruchirappalli,Tamil Nadu,0431-2333736 / 9894668714 / 9840758621,vigneshkumar.m@tvs.in
Imperial Agro Pvt. Ltd.,28247 Neta Chowk kanti Muzaffarpur 843109,Muzaffarpur,Bihar,"94310 18671,  94310 22755,  94310 00201","uday_imperial@sify.com arun_patliputra@sify.com,  rajkishore.budha@gmail.com"
Himgiri Automobiles P Ltd,8367 C-88  Sec-88 Phase II  G B Nagar 201301,Gautam Buddha Nagar,Uttar Pradesh,"9717591672(WM),  9958694625(BM)",himgirisales.noida@gmail.com
T V Sundram Iyengar and Sons Limited,Plot no 62 NH7 SIDCO Industrial Estate635001,Krishnagiri,Tamil Nadu,04343-231338 / 9677129185-9677717759-9500441786 / 8754024048-9677762104,micalsbu.krishnagiri@tvs.in
Himgiri Automobiles P Ltd,8267 A31/4 5 and 6  Industrial Area  Site II  Hindon Air force Road  Near Mohan Nagar Chowk  201 007,Ghaziabad,Uttar Pradesh,"9717591670,  8130022435","himgiriservices@gmail.com,  himgirisales@gmail.com"
Kandla Motors Pvt Ltd.,8390 Survey No.2000/32 NH8A Near swami narayan Gurukal Bachau kandla Highway 370201,Kachchh,Gujarat,"9099072090,  9099072094,  9099072096","""marketingkmpl@agrawalgroup.in,  kmplworks@agrawalgroup.in,  kmplstores@agrawalgroup.in"
T V Sundram Iyengar and Sons Limited,NH210 Thirumayam Road622001,Pudukkottai,Tamil Nadu,04322-265511 / 8754027150,micalservice.pudukottai@tvs.in
KGN Motors Pvt. Ltd.,"39730 At+PO Malad, Kurkumbh MIDC NH-65, Pune-solapur, Tal âDaund, NH- 65 413130",Pune,Maharashtra,9822687786,kgnmotorsgm@gmail.com
KGN Motors Pvt. Ltd.,"39729 AT-Loni, Post Ã¢ÂÂ Majari Farm, Tal Ã¢ÂÂ Haveli, Manali Resort, NH- 65, Pune-Solapur Road   412307",Pune,Maharashtra,9822687786,kgnmotorsgm@gmail.com
T V Sundram Iyengar and Sons Private Limited,NH 67 SF 298/1 KovaiRoadPavithramPOAravakkurichiTaluKarur639002,Karur,Tamil Nadu,04324-286299 / 9944403560  / 9585597788,ramesh.duraisamy@tvs.in
KGN Motors Pvt. Ltd.,"39728 AT+PO â Khalumbre Talegaon â Chakan Road, NH-6, Tal  - Khed 410501",Pune,Maharashtra,9822687786,kgnmotorsgm@gmail.com
Gulf Ashley Motor Ltd,"37868 Pitabali Chowk,PS-Sadar, NH-53,Sindurpank 768005",Sambalpur,Odisha,9937047564,amitkumar.bose@ashokleyland.com
T V Sundram Iyengar and Sons Limited,241/4A NH49 Madurai Rameswaram Main Road  Manjur Panchayat623707,Ramanathapuram,Tamil Nadu,04564-260225 / 9786493777,alservice.paramakudi@tvs.in
Gulf Ashley Motor Ltd,7913 At Bandhdih  Ps   Jaridih  PO   Jenamore - Ramgarh - Bokaro Road 829 301,Bokaro,Jharkhand,7260817900(ser);  9934316144(sal),jabed.alam@ashokleyland.com(ser); suvrakanti.chowdhury@ashokleyland.com(sal)
T V Sundram Iyengar and Sons Limited,211 NH7 South Veli Street625001,Madurai,Tamil Nadu,0452-2356306 / 9677762142 /999491100,micalservice.madurai@tvs.in
T V Sundram Iyengar and Sons Limited,"Kappalur Industrial Estate,NH 7,Uchapatty Village625008",Madurai,Tamil Nadu,0452-2489532 / 9894904879,micalsbu.kappalur@tvs.in
T V Sundram Iyengar and Sons Limited,"Post box No 7021, 368, Mettupalayam Road, Near Avinashilingam Home Science College641 043",Coimbatore,Tamil Nadu,9944416120 / 9677762152 / 9840325329,alservice.coimbatore@tvs.in
Himgiri Automobiles P Ltd,"33819 39 Km Stone,Delhi Jaipur Highway,Narsinghpur,Near Shani Mandir 122001",Gurgaon,Haryana,8826198601,himgiriservices.ggn@gmail.com
T V Sundram Iyengar and Sons Limited,PO No 919 No 4 NH7 Omalur Main Road636009,Salem,Tamil Nadu,0427-2351686 / 9944433647-9677762148 /8220048958-9677762104,Sivakumar.Muthirulan@tvs.in
Himgiri Automobiles P Ltd,"34887 Khasra No 14/21,Samalkha Village, Samalkha Crossing,Old Delhi Gurgaon Road 110037",South West Delhi,Delhi,8826198606,himgiriservices.kps@gmail.com
Himatsingka Brothers,"41478 Dumka Deoghar Road, Maharo  814101",Dumka,Jharkhand,9608534105,himatsingka.alservice@gmail.com; mustafiz@himatsingkabrothers.com; nhimatsingka@gmail.com
Gulf Ashley Motor Ltd,"40118 Araji No. 63, Plot No.66, Ramnagar, Tengra Mod, NH-7 221008",Varanasi,Uttar Pradesh,"7379049333, 9415618526","kuntak.mishra@ashokleyland.com, vijay kumar srivastava@gamltrucks.com"
T V Sundram Iyengar and Sons Limited,"No.83 , Kadalur main road, Mudaliyar pettai, Mudaliyar pettai605004",Pondicherry,Pondicherry,9840237527/9840614209,panneerselvam.appadurai@tvs.in
T V Sundram Iyengar and Sons Limited,No 2/212A Elambalur Post NH45 Chennai National Highways Indira Nagar621212,Perambalur,Tamil Nadu,"04328-290987, 990 / 9677762144 / 9566089178",alservice.perambalur@tvs.in
T V Sundram Iyengar and Sons Limited,Alagapuri Post NH45 Theni Periyakulam Main Road625531,Theni,Tamil Nadu,04546  269676 / 9944450043 / 9790055776,petchimuthu.balakrishnan@tvs.in
Lerinah Motors,7736 Shop No 15/1 Circular Road  Opp  Gilead Nursing Home  Kher Mahal 797 112,Dimapur,Nagaland,98562 30981,lerinah_motors@yahoo.co.in
T V Sundram Iyengar and Sons Limited,NH 47B  Vishuvasapuram PO  Tirunelveli Main Road  Thovalai  Nagercoil629302,Kanyakumari,Tamil Nadu,0465-2293727 / 9952076303,Sridhar.subburam@tvs.in
Landmark Commercial Vehicles Pvt. Ltd.,"33316 Road Transport Corporate CPD Aslali Ring Road Circle, Aslali Village 382427",Ahmedabad,Gujarat,9099981905,servicebaroda.hcv@landmarkindia.net ashok.adatia@landmarkindia.net (VP-Sales); michel.g@landmarkindia.net
Landmark Commercial Vehicles Pvt. Ltd.,30927 Old NH 8  Landmark Compound  460  G.S.F.C. Nagar  Dashrath  391740,Vadodara,Gujarat,81411 55000 75678 11666,servicebaroda.hcv@landmarkindia.net ashok.adatia@landmarkindia.net (VP-Sales)
T V Sundram Iyengar and Sons Limited,176D/E NH7 Thiruvananthapuram Road  Vannarapettai627003,Tirunelveli,Tamil Nadu,0462-2502051/53/2502576 / 9677762177,alservice.tirunelveli@tvs.in
T V Sundram Iyengar and Sons Limited,Vallipuram PO NH7 Karur Salem Highway637003,Namakkal,Tamil Nadu,04286-285949 / 9840806709-9952401183-9952035860 / 0 / 9677762147-9677762104,Balasubramaniyan.Arumugam@tvs.in
Liando Auto Works,73211 KL-C124 NH54 Aizwal Lunglei Road Zemabawk 796 017,Aizawl,Mizoram,9436198997,liandoauto@qmail.com
T V Sundram Iyengar and Sons Limited,"101 NH45 Trichy Mani Road, Salamedu605602",Villupuram,Tamil Nadu,"04146-259334,164 / 9677762150-7358026061 / 9003015863 /",Jai.Shankar@tvs.in
T V Sundram Iyengar and Sons Limited,MANJERI ROAD  BLOCK NO XI/26and27 VALLUVAMBARAM673651,Malappuram,Kerala,0483-2105666 / 8111887696 / 8111889535,Sanooj.narayanan@tvs.in
T V Sundram Iyengar and Sons Limited,8/337  Kilikolloor(PO) NH208 Musaliar Complex 2nd Milestone  Kollam Sengokattai Road691004,Kollam,Kerala,0474-2732331 / 8111990116 / 9656602277,Shaji.sreekantan@tvs.in
T V Sundram Iyengar and Sons Limited,Kinnassery PO NH47 Near Yakkara Bridge Kadunthuruthy678707,Palakkad,Kerala,0491-2528372 / 8111887669 / 8111889535,Arunkumar.ir@tvs.in
T V Sundram Iyengar and Sons Limited,National Highway682017,Ernakulam,Kerala,4842536277,c.senguttuvan.tvsmdu@tvssons.com
T V Sundram Iyengar and Sons Limited,NH47 Salem Main Road637301,Namakkal,Tamil Nadu,04283294034/9894754006/9952133004/9944434844,micalsbu.tvssank@tvssons.com
T V Sundram Iyengar and Sons Limited,NH47 By Pass Road Ollukara Mannuthy680655,Thrissur,Kerala,0487-2372046 / 8111887720 / 8111889535,Ajayakumar.av@tvs.in
T V Sundram Iyengar and Sons Limited,Elanthoor East PO Variyapuram689643,Pathanamthitta,Kerala,8111990175 / 8111990175 / 9656602277,Vishnu.surendran@tvs.in
T V Sundram Iyengar and Sons Limited,Kaimanam Post Neeramankara695040,Thiruvananthapuram,Kerala,0471-2495603 / 8111887695 / 9656602277,Sreekumar.gk@tvs.in
Mahesh Auto Engineering Works,"8129 D-199, near maitreya dairy, MIDC, Avadhan 424006",Dhule,Maharashtra,"09881422000/09960795558(Sal), 08408852000/9552522000(Ser)","maheshautoew.sales@gmail.com(Sal), maheshautoservice@gmail.com(ser)"
N. Odedra & Co,"41265 Nr. Jasani T.B. Hospital, N.H.27, Kangashiyali 360004",Rajkot,Gujarat,9913473333,owner@nodedra.com
Muneer Motors,"39104 Survey No: 7/A/B3, MUNDARGI INDUSTRIAL AREA, Hulkundi village, Bangalore Road 583101",Bellary,Karnataka,9449842755,mahim.mmpl@muneergroup.co.in
Muneer Motors,"38482 SURVEY NO.174/A2,SANKLAPUR,BELLARY ROAD,HOSPET 583201",Bellary,Karnataka,9449845751-9449845772,warranty.mmpl@muneergroup.co.in
Navneet Motors,3629 S140NH8(M1A)Madri Industrial Area  Road No .1  Opp BSNL Office  Pratapnagar 313001,Udaipur,Rajasthan,7665002264,alworkshop@navneetmotors.in
Makroo Motor Company,"35743 Jeobehara Awantipora, Near AC Floor Mill, NH-1A  192122",Ananthnag,Jammu & Kashmir,"9697005913, 9697005920",mmc.ashokleyland@gmail.com
Paramount Automotives (P) Ltd,7350 NH43 Gandhi Chowk  Bye Pass Road  764 001,Koraput,Odisha,"94370 91878,  87632 91721",paramountauto@hotmail.com
Pagariya Auto Pvt. Ltd.,23058 SH 60 At Post Valad Gaon Opp Bajaj Auto Main Gate Pandharpur 431133,Aurangabad,Maharashtra,9970499275 - 8411961176,alwm@pagariyaauto.com;alservice@pagariyaauto.com
Orissa Diesel Engines Pvt Ltd,"29484 Daruthenga, Near Pitapalli Bypass, Bhubaneshwar, Khurda, Pin-754005, Odisha 751 010",Cuttack,Odisha,"0674-2466030/40,  09437004621",oridiesel.md@gmail.com
Pooja Marketing,"33799 Takarwada cross road, At. Jagana, Palanpur Banaskantha 385001",Banaskantha,Gujarat,9662100044,poojamarketing.ashokleyland@gmail.com
Lerinah Motors,Shop No 15/1 Circular Road  Opp  Gilead Nursing Home  Kher Mahal797 112,Dimapur,Nagaland,03862229151/9856230981,lerinah_motors@yahoo.co.in
Liando Auto Works,KL-C124 NH54 Aizwal Lunglei Road Zemabawk796 017,Aizawl,Mizoram,3892351830,liandoauto@gmail.com
KGN Motors,"AT+PO – Khalumbre Talegaon – Chakan Road, NH-6, Tal  - Khed410501",Pune,Maharashtra,8380032985,kgnmotorsk@gmail.com
Durga Motor Company,"NH17, Kulur Junction,400C-1, KIADB,BAIKAMPADY INDL AREA575 013",Dakshina Kannada,Karnataka,08242458329/08242452329/08242454829/9900505818,durgamotorscompany@yahoo.com
Kgn Motors,"At+PO – Malad, Kurkumbh MIDC NH-65, Pune-solapur, Tal –Daund, NH- 65413130",Pune,Maharashtra,8380032985,kgnmotorsk@gmail.com
KGN Motors,"AT-Loni, Post â Majari Farm, Tal â Haveli, Manali Resort, NH- 65, Pune-Solapur Road412307",Pune,Maharashtra,8380032985,kgnmotorsk@gmail.com
Sumer Sons Autotech Pvt. Ltd.,"38 Agra Milestone,NH 2,Village,Post Barari,Mathura281005",Mathura,Uttar Pradesh,9258025701,sumersons@yahoo.co.in
GD Auto Services Pvt. Ltd.,NH 15  Suratgarh-Bikaner Road VPO Piperan335804,Ganganagar,Rajasthan,9214088644,gdauto.alservice@gmail.com
Automotive Manufactures Pvt. Ltd.,"R.S.No.339, D.No.3-134 Besides Saibaba Temple, Bypass Road534101",West Godavari,Andhra Pradesh,9676886565 / 9949422277-7032724248-9701064690,ws.tpg@automotiveml.com
Abhiyan Deal Comm,NH 6711322,Howrah,West Bengal,3365009111,amrik@sainigroups.in
T V Sundram Iyengar and Sons Limited,Survey No.87/1  87/3  Village Surasa   Tehsil Ghatla456001,Ujjain,Madhya Pradesh,9752494150,jitendrakumar@tvs.in
Rajesh Motors (Mah.) P Ltd,7729 101/A5 NH4  Jai Malhar  Housing Society  Khed Chowk  415 001,Satara,Maharashtra,9422415113,kolhapur@rajeshmotors.com
Rajesh Motors (Mah.) P Ltd,3634 Gat No 323 NH4 Ambap crossing/PB Road Hatkanangle 416 112,Kolhapur,Maharashtra,9422415113,kolhapur@rajeshmotors.com
Rajesh Motors (Auto) Pvt. Ltd.,"44443 Choutan Road,NH-15, 344011",Barmer,Rajasthan,9414057061,al.barmer@rajeshmotors.com
Rajesh Motors (Auto) Pvt. Ltd.,"44428 E1/41, 2nd Phase, RIICO,Police Line,Near Crossing 333001",Jhujhunu,Rajasthan,9414048190,al.jjn@rajeshmotors.com
Rishi Auto Sales Pvt. Ltd.,"7388 NH28, Lucknow road bypass, Saadatganj 224001",Faizabad,Uttar Pradesh,9792201072,rishiauto@hotmail.com
Rashmi Motors,29483 NH 5  Manguli  Post Choudwar 754025,Cuttack,Odisha,"94370 20075,  94377 40910",rashmimotors.cuttack@rashmigroups.com
Rajesh Motors (Mah.) P Ltd,"37542 Sangli Islampur Road, Plot No:203/3, Laxmi Phata, Sangliwadi  415605",Ratnagiri,Maharashtra,9422415111,sangli@rajeshmotors.com
Rahul Pam Pvt Ltd.,"30037 NH 73  Truck addanager , Dass Petrol Pump, Near PNB Bank, Saharanpur Road-Yamunanager  135001",Yamuna Nagar,Haryana,"9813589020, 9215744551, 967139800","krishangupta.rppl@rahulgroup.in,  rppl.ynservices@gmail.com"
Prakalpa Automotive Pvt. Ltd.,"41470 SR No.13, PB Road, Halaga  590001",Belgaum,Karnataka,7624980608,md.prakalpaautomotives@gmail.com
Prakalpa Automotive Pvt. Ltd.,"39767 Before Kundgol cross, Near Gabbur, 74/3,Hubballi,  580023",Dharwad,Karnataka,9844665786/8971766251,"mominjaheer@gmail.com,sachin.gavakwad29@gmail.com"
Rajesh Motors (Auto) Pvt. Ltd.,"44381 E-711 MIA,Behind Krishan dharam Kanta, 2nd  Phase  342005",Jodhpur,Rajasthan,9414057031,Maheep.dhing@rajeshmotors.com
Rajesh Motors (Auto) Pvt. Ltd.,"44442 Plot No.B- 259, IPIA Road No.6 324005",Kota,Rajasthan,9414057012,Mahendra.choudhary@rajeshmotors.com
Rajesh Motors (Auto) Pvt. Ltd.,"44380 KhasraNo.2345, Near Tulers Bypass,200ft Road, 301001",Alwar,Rajasthan,9414057015,Op.Sharma@rajeshmotors.com
Rajesh Motors (Auto) Pvt. Ltd.,"44429 72, Goner Turn, NH 11,Agra Road, 302004",Jaipur,Rajasthan,9414055453,al.agraroad@rajeshmotors.com
Sagar Motors,24358 Surveyno13 1OppIOC Pump MIDCNH9SolapurUmarga Highway Umarga 413606,Osmanabad,Maharashtra,"90490 11111, 9764449550","manohar.kore@sagarmotors.com,  shekhar.kore@sagarmotors.com"
Sandeep Motors Pvt. Ltd.,"7290 NH79,Ajmer Road, Mandal Chouraha,Mandal 311001",Bhilwara,Rajasthan,8875002454,wmmandal@sandeepmotors.com
Sagar Motors,31391 Survey No.131/166  NH 211 Ghosapuri Village  Jalna Road 431122,Beed,Maharashtra,"90490 11111, 9764449550","manohar.kore@sagarmotors.com,  shekhar.kore@sagarmotors.com"
Sagar Motors 7,880  Sagar House Vivekanand Chowk  Nanded Road  413 512,Latur,Maharashtra,95455 50667,manohar_ltr@rediffmail.com
Shivashish Motors India Pvt. Ltd.,"35380 Mustafabad, NH-58, Paragana Sadar, Tehsil Sadar, Muzaffarnagar 251001",Muzaffarnagar,Uttar Pradesh,8392913687,alservice.mzn@shivashishmotors.com
Shree Automotive (P) Ltd.,"8427 N.H. 41, VILL - BARSUNDRA, PO - ISWARDA, JALPAI, PS - BHOWANIPORE, DIST. PURBA MEDINIPUR, 721654",East Midnapore,West Bengal,98305 51127,saplhaldia@yahoo.com
Shree Automotive (P) Ltd.,"8372 VILL: KHILKAPUR, P.O. NAOPARA, DARIPUKUR, NH-34,KOLKATA- 700125 700125",North 24 Parganas,West Bengal,98367 09595,akmukhopadhyay09@gmail.com
Shree Automotive (P) Ltd.,"7972 VILL : MANKARA, P.O.  BALARAMPUR, P.S. BERHAMPUR, MURSHIDABAD- 742 101",Murshidabad,West Bengal,97328 46742,sapl.bhp@gmail.com
