Dealer Name,Type,Address,City,State,Pincode,Contact,Email
Tripur Auto,Branch,"Near Old Bus Stand, , , Bilaspur",Bilaspur,Chattisgarh,419001,9826144199,d10590@bajajauto.co.in
Tirupati Bajaj,Dealer,"Bhakara Road, Arjuni Dhamtari",Dhamtari,Chattisgarh,493773,,d12958@baldealer.com
Tirupati Auto Agency,Branch,"Main Road,, , , Kanker",Dhamtari,Chattisgarh,494334,7771852418,d12958@bajajauto.co.in
Venkatesh Bajaj,Dealer,"Opp. Polytechnic College, Hostel Nr. Malviya Nagar Chowk G.E. Road, G E Road",Durg,Chattisgarh,491001,,d11510@baldealer.com
Tm Bajaj,Dealer,"Subhash Ward, Dalpat Sagar Road, District Bastar",Jagdalpur,Chattisgarh,494001,9977293466,d12953@baldealer.com
Shree Salasar Bajaj,Dealer,"Champa Road, ",Janjgir,Chattisgarh,495668,7241112031,d11446@baldealer.com
Shree Salasar Automobiles,Branch,"Korba Road, , , Dist : Janjgir, Champa",Janjgir,Chattisgarh,495671,9827754460,d11446@bajajauto.co.in
Chandrayan Bajaj,Dealer,"Raipur Road, Bypass Chowk, Dist-Kabirdham",Kawardha,Chattisgarh,491995,9993988333,d12734@baldealer.com
Chandrayan Motors,Branch,"Main Road, , Pandatarai, Dist : Kabirdham",Kawardha,Chattisgarh,491559,7470991444,d12734@bajajauto.co.in
Baggalink Bajaj,Dealer,"Link Road, Karol Bagh",New Delhi,Delhi,110005,9910399106,d10047@baldealer.com
Bagga Link Service Ltd.,Branch,"S-15-16, New Roshanpura, Najafgarh, , New Delhi",New Delhi,Delhi,110043,7890053866,d10047@bajajauto.co.in
Bagga Link Service Ltd.,Branch,"Bhagawan Singh Market, Krishna Vihar, Budh Vihar (Rohini), New Delhi",New Delhi,Delhi,110085,9910399108,d10047@bajajauto.co.in
Bagga Link Service Ltd.,Branch,"A-25, GT Karnal Road, , Near Gujrawala Town, GT Karnal Road, Delhi",New Delhi,Delhi,110033,(011) 27110011 / 9910399172,d10047@bajajauto.co.in
Bagga Link Service Ltd.,Branch,"Plot KH No. 327/324/2, 1st Floor, Block A, NH-4 Rangpuri (Ext), Mahipalpur, New Delhi",New Delhi,Delhi,110037,9910399111,d10047@bajajauto.co.in
Bagga Link Service Ltd.,Branch,"B-288, Saraswati Vihar (Outer Ring Road), , Pitampura, New Delhi",New Delhi,Delhi,110034,(011) 27011011,d10047@bajajauto.co.in
Dewan Bajaj,Dealer,"B-23, Ground Floor,, Lajpat Nagar-II",New Delhi,Delhi,110024,46648000,d10099@baldealer.com
Dewan Auto,Branch,"630/631, 100 Foot Road,, Chattarpur Hills, , Chhattarpur, New Delhi",New Delhi,Delhi,110074,9810031219,d10099@bajajauto.co.in
Dewan Bajaj,Dealer,"F 11, Mahavir Enclave, Palam Dabri Road, Dwarka",New Delhi,Delhi,110045,9313382111,d10639@baldealer.com
Dewan Motors,Branch,"C-6, Kiran Garden, , Uttam Nagar, New Delhi",New Delhi,Delhi,110059,9313382555,d10639@bajajauto.co.in
Global Bajaj,Dealer,"A-28, South Ganesh Nagar, Opp Mother Dairy",New Delhi,Delhi,110092,9319421555,d12983@baldealer.com
Js Bajaj,Dealer,"429, Safiabad Road,, Narela,",New Delhi,Delhi,110040,9711998152,d10549@baldealer.com
JS Automobiles,Branch,"Plot No. 3, Inder Enclave, Rohtak Road,, Paschim Vihar, New Delhi",New Delhi,Delhi,110087,7110187088,d10549@bajajauto.co.in
JS Automobiles,Branch,"8972/2, Main Road,, Sant Nagar, Burari, New Delhi",New Delhi,Delhi,110084,(11) 27611394,d10549@bajajauto.co.in
Rajivraj Bajaj,Dealer,"A-6 North Chhajjpur, Durgapuri Chowk, 100 Ft.Main Raod,Shahdara",New Delhi,Delhi,110094,9818880088,d10274@baldealer.com
Swadeshi Bajaj,Dealer,"14, Raja Garden, Near Ring Road Crossing",New Delhi,Delhi,110015,9210600907,d10349@baldealer.com
Swadeshi Auto Pvt.Ltd.,Branch,"3/8, Amar Park, Rampura, Zakhira, New Delhi",New Delhi,Delhi,110035,(011) 25937250,d10349@bajajauto.co.in
Swadeshi Auto Pvt.Ltd.,Branch,"1, DSIDC,, Wazirpur Industrial Area, Wazirpur, New Delhi",New Delhi,Delhi,110052,(011) 43304444,d10349@bajajauto.co.in
Tcs Bajaj,Dealer,"S-8, Okhla Industrial Area, Phase II,",New Delhi,Delhi,110020,8285119020,d11545@baldealer.com
Sitara Bajaj,Dealer,"Margaon Navelim Highway, Colmarod, Navelim",Margao,Goa,403707,7774018461,d10328@baldealer.com
Sitara Bajaj,Dealer,"Block A, Kamat Arcarde, Tamdi Mathi, St Inez",Panjim,Goa,403001,9370661050,d11396@baldealer.com
Mahalaxmi Bajaj,Dealer,"Opp P.G.Garden, Grid Road, Kabilpore",Navasari,Gujarat,396424,9727732999,d11057@baldealer.com
Mahesh Bajaj,Dealer,"Deesa Highway,, ",Palanpur,Gujarat,385001,9879320011,d10858@baldealer.com
Mahesh Sales Corporation,Branch,"Bhoyan Service Road,, Deesa-Palanpur Highway, Dist : Banaskantha, Deesa",Palanpur,Gujarat,385001,9979863914,d10858@bajajauto.co.in
Mahesh Sales Corporation,Branch,"Mitha Road, , Highway Char Rasta, Dist : Palanpur, Tharad",Palanpur,Gujarat,385565,9825067136,d10858@bajajauto.co.in
Shivam Bajaj,Dealer,"Deesa Highway Road,, Near Gokul Nagar Society, Near T.B.Cross Roads",Patan,Gujarat,384265,,d10503@baldealer.com
Shivam Auto Agency,Branch,"Near GEB, Madhav Nagar, Palanpur Highway, Siddhupur, Patan",Patan,Gujarat,384151,9157573345,d10503@bajajauto.co.in
Yug Bajaj,Dealer,"Near Rokadiya Hanuman Mandir, By Pass Road, Gandhi Park, Khapat",Porbandar,Gujarat,360575,9601433331,d11479@baldealer.com
Shivam Bajaj,Dealer,"Plot No. 1-4 & 44-45, GIDC Corner,, Dist  Patan",Radhanpur,Gujarat,385340,9825533060,d12978@baldealer.com
Rajarshi Bajaj,Dealer,"Gondal Road, Near Malaviya College",Rajkot,Gujarat,360004,9427209538,d10277@baldealer.com
Rajarshi Auto Deals Pvt. Ltd.,Branch,"Near Bileshwar Mahadev, Before Umiya Marble, Near Raiya Chowkdi, 150 ft. Ring Road,, Raiya Road,, Rajkot",Rajkot,Gujarat,360007,9426251381,d10277@bajajauto.co.in
Surat Bajaj,Dealer,"Opera House, Near Deepa Complex,, Opp-Sanghvi Tower, Adajan Road ,",Surat,Gujarat,395009,9909005492,d10971@baldealer.com
Gujarat Motors Pvt.Ltd.,Branch,"G7, Vasudev Arcade, , Near Rupali Nahar, Bhatar, Surat",Surat,Gujarat,395007,9909914233,d10971@bajajauto.co.in
Shivam Bajaj,Dealer,"FF-1, Mansarover Heights, Opp Bhaktidham Mandir, Above ICICI Bank, Pune-Khumbhariya Road, Puna Patiya, Magob",Surat,Gujarat,395010,8980023399,d11920@baldealer.com
Shivam Bike,Branch,"At & Post Ten, Opp: GEB, Surat-Bardoli Road,, Bardoli, ",Surat,Gujarat,394602,,d11920@bajajauto.co.in
Shivam Bike,Branch,"27/D, Plot-1, Prabhu Nagar, Opp: BRC Gate, Near Reliance Petrol Pump,, Udhna Main Road,, Udhna",Surat,Gujarat,394210,0261 2897077,d11920@bajajauto.co.in
Maheshwari Bajaj,Dealer,"Near Mangal Bhuvan, Gidc, Wadhwan",Surendranagar,Gujarat,363030,7698078000,d10860@baldealer.com
Asm Bajaj,Dealer,"Vinobha Bhave Road, Vimalkunj, Salatwada",Vadodara,Gujarat,390001,9998222548,d10002@baldealer.com
AS Motors,Branch,"Near Roses Garden, Old Chhani Road, , Chhani, Baroda",Vadodara,Gujarat,390002,9998333556,d10002@bajajauto.co.in
Shisa Bajaj,Dealer,"Shisa Square, Opp Bhavnas School, Makarpura Road",Vadodara,Gujarat,390011,8511153592,d11638@baldealer.com
Shisa Auto,Branch,"F-1/2, Radhia Apartment,, Op: Jain Mandir, Subhanpura, Vadodara",Vadodara,Gujarat,390023,9913796969,d11638@bajajauto.co.in
Aakar Bajaj,Dealer,"CM-817, Opp.Ashadham School, N.H - 8, GIDC,",Vapi,Gujarat,396195,6356070707,d10106@baldealer.com
Bharat Bajaj,Dealer,"Opp PWD Guest House,, Railway Station Char Rasta, Silvasa Road",Vapi,Gujarat,396191,8866000522,d12529@baldealer.com
Western Bajaj,Dealer,"Junagad Highway, Near Hindustan Petrol Pump",Veraval,Gujarat,362265,8401404238,d10692@baldealer.com
Santram Bajaj,Dealer,"9L Squate Complex, Opp D Mart, Uttarsanda Road, Nadiad - Dist Kheda",Nadiad,Gujarat,387001,9904708739,d12874@baldealer.com
Aditya Bajaj,Dealer,"Satva Shakti Apt, Opp Apsara Cinema, Mani Nagar, Near Au Small Finance Bank",Ahmedabad,Gujarat,380008,6356024242,d12925@baldealer.com
Aditya Auto,Branch,"Opp: Kaka Bhaji Pav, Rajendra Park, Odhav, Dist : Ahmedabad",Ahmedabad,Gujarat,382415,6356024243,d12925@bajajauto.co.in
Aditya Auto,Branch,"GF/1, Sarvopari Mall,, Near Bhuyangdev Char Rasta, Naranpura, Ahmedabad",Ahmedabad,Gujarat,380013,9824200024,d12925@bajajauto.co.in
Aditya Auto,Branch,"India Colony, Near D-Mart, Darshan Estate, Bapunagar, Ahmedabad",Ahmedabad,Gujarat,382315,(79) 22802055,d12925@bajajauto.co.in
Aditya Auto,Branch,"Near ST Workshop, Opp: SBI Bank, Naroda Patiya, Naroda, Ahmedabad",Ahmedabad,Gujarat,382325,6356024244,d12925@bajajauto.co.in
Aditya Bajaj,Dealer,"Opp Riddhi Siddhi Bunglows, Sakhraj Sanand Highway- Sanand",Ahmedabad,Gujarat,382110,9375073137,d11332@baldealer.com
Amin Bajaj,Dealer,"Nehru Bridge Road, Lal Darwaja, Near Rupali Cinema",Ahmedabad,Gujarat,380001,9879203364,d10000@baldealer.com
Apco Bajaj,Dealer,"1 To 5 Silver Square, Opp Dipak School, Vrundavan Party Plot, Nikol",Ahmedabad,Gujarat,382350,7567888893,d11849@baldealer.com
Gallops Bajaj,Dealer,"4, Trade Square, Opp Power House,  Sabarmati",Ahmedabad,Gujarat,380005,9327650055,d11867@baldealer.com
Gallops Automobiles Pvt Ltd,Branch,"Abhinav Colony, Opp: Rajvi Tower,, Drive-in Gurukul,, Main Road, Ahmedabad",Ahmedabad,Gujarat,380052,,d11867@bajajauto.co.in
Gallops Automobiles Pvt Ltd,Branch,"601, A. N. G. Tower, Astron Plazz C. H. S., Opp: ISCON Temple, ISCON Char Rasta, Dist : Ahmedabad, SG Highway",Ahmedabad,Gujarat,380015,9978928322,d11867@bajajauto.co.in
Gallops Automobiles Pvt Ltd,Branch,"Ramvadi, Beside Vyashwadi, Akhbernagar, Nava Vadaj, Ahmedabad",Ahmedabad,Gujarat,380013,,d11867@bajajauto.co.in
Orange Bajaj,Dealer,"GIDC, Plot No. 69,, Opp Sonalika Tractor",Amreli,Gujarat,365601,9099079973,d12736@baldealer.com
Orange Automotive Pvt ltd,Branch,"Una-Bhavnagar Road, Opp: Modheshwary Motor (Hero Showroom), Yajpur, Una, Gir Somnath",Amreli,Gujarat,362560,7573990333,d12736@bajajauto.co.in
Amin Bajaj,Dealer,"Opp Water Tank, Anand Sojitara Road",Anand,Gujarat,388001,8734010115,d10017@baldealer.com
Amin Auto Agencies,Branch,"Om Sharanam Complex, Chokdi to Borsad Road, Talq: Aklav, Dist : Anand, Asodar",Anand,Gujarat,388307,9924342823,d10017@bajajauto.co.in
Kena Bajaj,Dealer,"Opp GIDC Bus Stand, Old Nh 8, Near Decent Hotel, Dist Bharuch",Ankleshwar,Gujarat,393002,8758244222,d11433@baldealer.com
Kena Bajaj,Dealer,"Beside Sai Shraddha Multi Speciality Hospital,, Near Chamunda Mata Temple,Zadeshwar Road",Bharuch,Gujarat,392011,7574820001,d12236@baldealer.com
Aroma Bajaj,Dealer,"67 Chitra GIDC, Opp Press Quarter,, Near Maruti Showroom",Bhavnagar,Gujarat,364001,8511118605,d11826@baldealer.com
Gk Bajaj,Dealer,"Plot No.10, Opp Commerce College, Bhuj Mirzapur Highway, Kutch",Bhuj,Gujarat,370001,9825612077,d11086@baldealer.com
Shivam Bajaj,Dealer,"10, Kalyan Commercial Complex,, Vegha Chokadi, Tal Dabhoi, Dist Baroda",Dabhoi,Gujarat,391110,,d11151@baldealer.com
Shivam Bajaj,Branch,"Samrajya Nagar, , Vemadri Road, Karjan, Vadodara",Dabhoi,Gujarat,391244,9909942758,d11151@bajajauto.co.in
Shivam Bajaj,Branch,"Beside of Karan Petrol Pump,, Halol Road, Alipura, Bodeli, Vadodara",Dabhoi,Gujarat,391135,9727745124,d11151@bajajauto.co.in
Aditya Bajaj,Dealer,"Old Indore Road, ",Dahod,Gujarat,389151,9879333125,d10427@baldealer.com
Gk Bajaj,Dealer,"Plot No.144, Old Court Road, Sector 1A",Gandhidham,Gujarat,370201,9825225720,d11465@baldealer.com
Bansari Bajaj,Dealer,"Plot No.28  C, G.T.S.Road, Sector No. 30",Gandhinagar,Gujarat,382030,9429023456,d12152@baldealer.com
Rajendra Bajaj,Dealer,"Opp Moonlight Cinema, Dohad Road,, Vavdi",Godhra,Gujarat,389001,9724314728,d10290@baldealer.com
Sakal Bajaj,Dealer,"Near College, N.H.No.8, Shamalji Highway Road, Motipura",Himatnagar,Gujarat,383001,9099056163,d11004@baldealer.com
Sakal Auto,Branch,"Ganesh Pura,, Tran Rasta, Hajira Vistar, , Modasa, Dist : Aravali",Himatnagar,Gujarat,383315,8980550684,d11004@bajajauto.co.in
Bansidhar Bajaj,Dealer,"GIDC, Salaya Road, Near Railway Crossing",Jamkhambaliya,Gujarat,361305,9909942111,d11464@baldealer.com
Madhusudan Bajaj,Dealer,"Saru Section Road, ",Jamnagar,Gujarat,361002,7777996266,d11658@baldealer.com
Orange Bajaj,Dealer,"Beside GIDC Gate 2, Dolatpura, Junagadh Rajkot Highway",Junagadh,Gujarat,362001,9586365111,
Parth Bajaj,Dealer,"Parth Avenue, Near Max Machinery,, Opp.Reliance Petrol Pump, Kadi Chhatral Road",Kadi,Gujarat,382715,9409421001,d11549@baldealer.com
Parth Bajaj,Dealer,"Opp Wide Angle Cinema, Near Khari River Bridge, Nagalpur Highway",Mehsana,Gujarat,384001,7046670466,d12804@baldealer.com
Maheshwari Bajaj,Dealer,"Sky Tower, Near Umiya Circle, Sanala Road",Morbi,Gujarat,363641,9924811000,d10674@baldealer.com
Baba Bajaj,Dealer,"New Najaf Garh Road, Near Bus Stand",Bahadurgarh,Haryana,124507,9215455501,d11458@baldealer.com
Bansal Bajaj,Dealer,"Rohtak Road, ",Jind,Haryana,126102,9138215480,d10771@baldealer.com
Shikha Bajaj,Dealer,"Opposite Hindu Girl's Highschool, Ambala Road, ",Kaithal,Haryana,136027,9812397111,d12758@baldealer.com
Ekta Bajaj,Dealer,"G.T.Road, Karnal Road",Karnal,Haryana,132001,9812047779,d10120@baldealer.com
Shreekrisha Bajaj,Dealer,"K.D.B.Road, Near New Anaj Mandi",Kurukshetra,Haryana,136118,9812001800,d10629@baldealer.com
R R Bajaj,Dealer,"Mohinder Garh Road, Opp. Panchayat Bhawan",Narnaul,Haryana,123001,9466320249,d11836@baldealer.com
Prestige Bajaj,Dealer,"Ward - 6 Delhi Alwa Road, Near Old Bus Stand",Nuh,Haryana,122107,7027605655,d12661@baldealer.com
Vidya Bajaj,Dealer,"Bye Pass Road, Bus Stand Chowk",Palwal,Haryana,121102,9416636037,d12999@baldealer.com
Panchkula Bajaj,Dealer,"Plot No. 145, Ground Floor, Industrial Area Phase-2, Devi Nagar",Panchkula,Haryana,134113,9115520031,d12869@baldealer.com
Suvidha Bajaj,Dealer,"G.T.Road, Panipat",Panipat,Haryana,132103,9812058111,d10368@baldealer.com
Suvidha Traders,Branch,"Khadi Ashram, G T Ropad, Khadi Ashram, Panipat",Panipat,Haryana,132103,9812050222,d10368@bajajauto.co.in
Rajindera Bajaj,Dealer,"Kaithal Road, Opp Manchanda Petrol Pump",Pehowa,Haryana,136128,9416153720,d11459@baldealer.com
Harsh Bajaj,Dealer,"Dharuhera Chowk,, Delhi Road",Rewari,Haryana,123401,9991617476,d10148@baldealer.com
Ansh Bajaj,Dealer,"Sheela Bye Pass, Delhi Circular Road",Rohtak,Haryana,124001,9254211102,d10829@baldealer.com
Ansh Bajaj,Branch,"Near Civil Hospital, Talao Road, Dist : Rohtak, Jhajjar, Haryana",Rohtak,Haryana,124103,7015152566,d10829@bajajauto.co.in
Raja Bajaj,Dealer,"Raja House ( Opp IDBI Bank ), Near Astha Hospita , Dabwali Road",Sirsa,Haryana,125055,9996027379,d10145@baldealer.com
Om Bajaj,Dealer,"Gohana Road, ",Sonepat,Haryana,131001,7298981134,d10238@baldealer.com
Arora Bajaj,Dealer,"214, Mathura Main Road, Opp Pnb Bank, Dist Faridabad",Ballabgarh,Haryana,121004,7503000974,d11513@baldealer.com
Shreeshyam Bajaj,Dealer,"Opp.Public Health Office, Meham Road",Bhiwani,Haryana,127021,9518801045,d10853@baldealer.com
Tulsi Bajaj,Dealer,"Loharu Road,, ",Charkhi Dadri,Haryana,127306,9215650603,d12067@baldealer.com
Green Bajaj,Dealer,"20-21 A, Railway Road, Fruit Garden, NH-5",Faridabad,Haryana,121001,9891020209,d13055@baldealer.com
Tcs Bajaj,Dealer,"Plot No.63, Neelam Bata Road, Nh-1, N.I.T",Faridabad,Haryana,121001,8376900007,d10925@baldealer.com
Fatehabad Bajaj,Dealer,"Near Manju Niwas, Sirsa Road",Fatehabad,Haryana,125050,9017688012,d10738@baldealer.com
Mahadev Bajaj,Dealer,"Rohtak Road, ",Gohana,Haryana,131301,8222949401,d12663@baldealer.com
Krishna Bajaj,Dealer,"3061, Lajpat Nagar,New Railway Road,Gurgaon, M 33 Old Dlf Colony, Gurgaon",Gurgaon,Haryana,122001,9810535531,d10192@baldealer.com
Krishna Auto Sales,Branch,"M33, Old DLF Colony, , Gurgaon, Sector-14",Gurgaon,Haryana,122001,(0124) 4081709,d10192@bajajauto.co.in
Gsm Bajaj,Dealer,"Plot No. 632, 2Nd Floor, Laxmi Garden,, Opp Dav Sr. Sec School, Khandsa Road",Gurugram,Haryana,122001,7838774485,d13006@baldealer.com
Goyal Bajaj,Dealer,"G.T.Road, Near Milk Plant",Ambala City,Haryana,134007,8059401801,d10138@baldealer.com
Goyal Automobiles,Branch,"Jagadhri Road, Tingri Bridge, Near Gagan Banquet, Ambala Cantt, Dist : Ambala",Ambala City,Haryana,133001,9053016406,d10138@bajajauto.co.in
Balhara Bajaj,Dealer,"Opp Anaj Mandi, Karnal Road",Assandh,Haryana,132039,8059940115,d12094@baldealer.com
Balahara Bajaj,Dealer,"Near Ambedkar Chowk, G T Road",Hansi,Haryana,125033,9468244300,d12733@baldealer.com
Autocar Bajaj,Dealer,"471-72 Automobiles Market, Barwala Road",Hisar,Haryana,125001,9896056528,d10005@baldealer.com
Krishna Bajaj,Dealer,"Near Goel Hospital, Yamuna Nagar Road",Jagadhri,Haryana,135003,9812580711,d10203@baldealer.com
Krishna Automobiles,Branch,"Camp Radaur Road, Dist Yamunanagar, Camp Radaur Road, , Jagadhri",Jagadhri,Haryana,135001,9813445102,d10203@bajajauto.co.in
Malhotra Bajaj,Dealer,"N.H - 21, V.P.O.Gutkar, ",Mandi,Himachal Pradesh,175021,,d10224@baldealer.com
Mahesh Bajaj,Dealer,"Pinjore Road, Dist Solan",Nalagarh,Himachal Pradesh,174101,,d10237@baldealer.com
Sangam Bajaj,Dealer,"Thakurdwara, ",Palampur,Himachal Pradesh,176102,9218439238,d10331@baldealer.com
Sangam Auto Sales,Branch,"UPO : Kacheri, , Dist : Kangra, Kangra",Palampur,Himachal Pradesh,176208,9218464172,d10331@bajajauto.co.in
Sangam Auto Sales,Branch,"Vill : Bodh, The : Nurpur, Dist : Kangra, Bodh",Palampur,Himachal Pradesh,176201,9418218448,d10331@bajajauto.co.in
Meera Bajaj,Dealer,"Arya Nagar,, Amb Road",Una,Himachal Pradesh,174303,,d12831@baldealer.com
Jammu Bajaj,Dealer,"B.C.Road, Rehari Chowk",Jammu,Jammu,180005,9906040049,d10168@baldealer.com
Jammu Motors Pvt. Ltd.,Branch,"Near JP World School, , Narwal, Jammu",Jammu,Jammu,180006,(0191) 7889961506,d10168@bajajauto.co.in
Nsf Bajaj,Dealer,"Ashok Nagar, Industrial Estate,Satwari",Jammu,Jammu,180003,,d10225@baldealer.com
Ranju Bajaj,Dealer,"Western Avenue, Nayamore, Near State Bank Of India",Bokaro,Jharkhand,827001,6202072601,d10275@baldealer.com
Ranju Automobiles,Branch,"Bye-Pass Road, , Adjacent to Shree Hyundai, Chas, Bokaro",Bokaro,Jharkhand,827013,8405903778,d10275@bajajauto.co.in
Royal Bajaj,Dealer,"Sadar Bazar,, Singhbhum West",Chaibasa,Jharkhand,833201,,d11524@baldealer.com
J P S Bajaj,Dealer,"Ranchi Road, Redma, Dist Palamu",Daltonganj,Jharkhand,822101,7282000609,d13105@baldealer.com
Vinayak Bajaj,Dealer,"Court Road, VIP Chowk",Deoghar,Jharkhand,814112,9263570795,d12073@baldealer.com
Nkd Bajaj,Dealer,"Hirak Road, Near Kamal Katesaria School, Bhelatand, Barwadda",Dhanbad,Jharkhand,826004,7033099006,d12967@baldealer.com
Metro Bajaj,Dealer,"Metro Plaza , Katras Road, Matkuria",Dhanbad,Jharkhand,828101,9798824524,d12083@baldealer.com
Shreyansh Bajaj,Dealer,"Gaushala Road, In Front Of National Highschool, Dudhani",Dumka,Jharkhand,814101,9304319670,d12721@baldealer.com
Baidyanath Bajaj,Dealer,"Pachambha Road, Boro",Giridih,Jharkhand,815301,6203613822,d13048@baldealer.com
Prayag Bajaj,Dealer,"Sarawgi Sadan, ",Giridih,Jharkhand,815301,79032890600,d10264@baldealer.com
Pakur Bajaj,Dealer,"DAV School Road, Gokulpur",Pakur,Jharkhand,816107,7903359340,d12914@baldealer.com
Volkan Bajaj,Dealer,"NH-33, Near Ramgarh College, College Road",Ramgarh Cantt,Jharkhand,829122,8406904807,d12616@baldealer.com
Raunaq Bajaj,Dealer,"Raunaq Automobiles Compound, Near Kokar Chowk, NH33, Old H.B.Road",Ranchi,Jharkhand,834001,,d12696@baldealer.com
Cosmic  Bajaj,Dealer,"Astha Regency, Plot NO. 39 & 40, Vill - Helal, Piska More, Ratu Road",Ranchi,Jharkhand,834005,,d12081@baldealer.com
"Cosmic Mobikes 
( a unit of J G Enterprises Pvt ltd)",Branch,"Poornima House,, Argora Bye Pass Road, Argora Chowk, Ranchi",Ranchi,Jharkhand,834002,8210009464,d12081@bajajauto.co.in
Torrent Bajaj,Dealer,"Opp ICICI Bank, Bagroy Market, Main Road",Ranchi,Jharkhand,834001,,d10928@baldealer.com
Shankar Motors,Dealer,"Barharwa, (Pakur Road)",Sahibganj,Jharkhand,816101,6201585196,d12927@baldealer.com
Vasundhara Bajaj,Dealer,"Bye Pass Road, Jhumri Telaiya",Koderma,Jharkhand,825409,7759829490,d12815@baldealer.com
Abj Bajaj,Dealer,"Hatiya Chowk, Pirpanti Road, Guljarbagh",Godda,Jharkhand,814133,7766914151,d11586@baldealer.com
Atiksh Bajaj,Dealer,"At Jhinjharia Pool,, Near St. Columbus College",Hazaribagh,Jharkhand,825301,9334330882,d13036@baldealer.com
Swastik Bajaj,Dealer,"28, Shailaja Apt, New Kashidih Layout, Bardwari, Sakchi",Jamshedpur,Jharkhand,831001,2226006,d11736@baldealer.com
Bhalotia Bajaj,Dealer,"VII Phase , Industrial Area, Adityapur",Jamshedpur,Jharkhand,832108,6203750381,d12868@baldealer.com
Jamtara Bajaj,Dealer,"Dumkar Road, Near HP Petrol Pump, Dhandra",Jamtara,Jharkhand,815351,8207442016,d12924@baldealer.com
Bijjargi Bajaj,Dealer,"S No. 202B, Kasat Layout, Bagalkot Vidyagiri Road, Near Cement Factory Gate",Bagalkot,Karnataka,587101,9148448325,d12761@baldealer.com
Bijjargi Bikes,Branch,"Opp: ICICI Bank,, Ranna Circle, Dist : Bagalkot, Mudhol",Bagalkot,Karnataka,587313,08350-283231,d12761@bajajauto.co.in
Jagajampi Bajaj,Dealer,"48302, Opp.Civil Hospital, Dr.Ambedkar Road",Belgaum,Karnataka,590001,9449820555,d10811@baldealer.com
Jagashree Bajaj,Dealer,"CTS No. 9109111617, RPD Corner, Tilakwadi",Belgaum,Karnataka,590006,7337757145,d12829@baldealer.com
Sai Bajaj,Dealer,"158F, Hospet Road, Contonment,, Opp. St.Philomena's Convent,",Bellary,Karnataka,583104,7338667310,d10327@baldealer.com
Amba Bajaj,Dealer,"No.40, Srinidhi Building, G.B.Palya, Hosur Main Road",Bengaluru,Karnataka,560068,9535411100,d10677@baldealer.com
Amba Auto Sales & Services Pvt Ltd,Branch,"#1-B, BTM 1st Stage, 100 Ft Road (Opp: Citi Bank ATM), Near Udupi Garden Signal, BTM Layout, Bangalore",Bengaluru,Karnataka,560068,(080) 41508305,d10677@bajajauto.co.in
Amba Auto Sales & Services Pvt Ltd,Branch,"No. 79, Maruthi Arcade, Outer Ring Road, Dist : Bangalore, Sarjapur/Bellandur",Bengaluru,Karnataka,560103,080-41716129,d10677@bajajauto.co.in
Amba Auto Sales & Services Pvt Ltd,Branch,"Survey No. 60/6, Konappana Agrahara Village,, Begur Hobli,, Electronic City, Bangalore",Bengaluru,Karnataka,5600068,(080) 41620555,d10677@bajajauto.co.in
Amba Auto Sales & Services Pvt Ltd,Branch,"No. 40, Srinidhi Building, Opp: SRS Travels, Madiwala, Bengaluru",Bengaluru,Karnataka,560068,(080) 42195491,d10677@bajajauto.co.in
Anant Bajaj,Dealer,"No.161, Ward No.104, Magadi Main Rd,, Opp Kamakshipalaya Police Station, Kamakshipalya",Bengaluru,Karnataka,560079,7338245111,d12846@baldealer.com
Anant Bajaj,Branch,"No. 27/28, Kempegowda Layout,, Laggere Ring Road,, Laggere, Bangalore",Bengaluru,Karnataka,560058,9900000911,d12846@bajajauto.co.in
Kalyani Bajaj,Dealer,"No.7, Achaiah Shetty Layout, RMV Extension, Hebbal Road",Bengaluru,Karnataka,560080,9902014491,d10670@baldealer.com
Kalyani Motors,Branch,"Janaki Complex, Old # 366/319, New # 366/4, 399/4,, Near Santhe Circle Bus Stand, Bangalore-Bellary Road, Yelahanka Old Town, ",Bengaluru,Karnataka,560064,080 42281166 / 42181166,d10670@bajajauto.co.in
Kalyani Motors,Branch,"No. 9/15, 11th Main Road, Gokul, 1st stage, 1st phase, Mathikere Main Road, ",Bengaluru,Karnataka,560054,080 40951166 / 23573307,d10670@bajajauto.co.in
Kalyani Motors,Branch,"48/C, MAM Complex, Opp: Mini Vidhana Soudha, Dist : Bangalore, Devanahalli",Bengaluru,Karnataka,562110,(080) 27681369,d10670@bajajauto.co.in
Kalyani Motors,Branch,"Near Chemmannur Jwellers, BB Road, , Dist : Bangalore, Chikkaballapur",Bengaluru,Karnataka,562101,8884413594,d10670@bajajauto.co.in
Khivraj Bajaj,Dealer,"102 Kasturba Road, ",Bengaluru,Karnataka,560001,9035010630,d10173@baldealer.com
Khivraj Motors,Branch,"No. 16, 8th Mile, Nagasandra Post,, Tumkur Road,, Hessarghata, Bangalore",Bengaluru,Karnataka,560073,9483634509,d10173@bajajauto.co.in
Khivraj Motors,Branch,"No. 118, 119, 130, 131, Outer Ring Road, Hormavu Signal, Banaswadi, Bangalore",Bengaluru,Karnataka,560043,(080) 41687037,d10173@bajajauto.co.in
Khivraj Motors,Branch,"Gowsari Arcade, Ring Road,, Opp: Jeevika Hospital, Marthahalli, Bangalore",Bengaluru,Karnataka,560037,(080) 65555809,d10173@bajajauto.co.in
