"Dealer Name","Type","Address","City","State","Pincode","Contact","Email"
"Stag Trading P Ltd","Dealer","MEHRAJRPORA TENGPORA BYEPASS,, BATAMALOO NATIONAL HIGHWAY 1-A,","Srinagar","Jammu & Kashmir","190009","91 90864 82016","d12082@baldealer.com"
"ANANTNAG KTM","Branch","DAR COMPLEX, S/K NH 44 BATENGOO, , BIJBEHARA, , ","Srinagar","Jammu & Kashmir","192101","+91 90864 82223 ","d12082@baldealer.com"
"BARAMULLA KTM","Branch","9 MILES, SANGRAMA CROSSING, ,  NH-1A, , ","Srinagar","Jammu & Kashmir","193201","+91 90864 82220","d12082@baldealer.com"
"Stag Trading P Ltd","Dealer","DAR COMPLEX, SK NH 44 BATENGOO,, BIJBEHARA","Anantnag","Jammu & Kashmir","192101","91 90864 82223","d12082@baldealer.com"
"ANANTNAG KTM","Branch","DAR COMPLEX, S/K NH 44 BATENGOO, , BIJBEHARA, , ","Anantnag","Jammu & Kashmir","192101","+91 90864 82223 ","d12082@baldealer.com"
"BARAMULLA KTM","Branch","9 MILES, SANGRAMA CROSSING, ,  NH-1A, , ","Anantnag","Jammu & Kashmir","193201","+91 90864 82220","d12082@baldealer.com"
"Stag Trading P Ltd","Dealer","9 MILES, SANGRAMA CROSSING,, NH-1A","Baramula","Jammu & Kashmir","193201","91 90864 82220","d12082@baldealer.com"
"ANANTNAG KTM","Branch","DAR COMPLEX, S/K NH 44 BATENGOO, , BIJBEHARA, , ","Baramula","Jammu & Kashmir","192101","+91 90864 82223 ","d12082@baldealer.com"
"BARAMULLA KTM","Branch","9 MILES, SANGRAMA CROSSING, ,  NH-1A, , ","Baramula","Jammu & Kashmir","193201","+91 90864 82220","d12082@baldealer.com"
"Tirath & Sons Automobiles","Dealer","MANWAL BAGH, NEAR OBERAI SERVICE STATION,, JUGIAL ROAD,","Pathankot","Jammu & Kashmir","","91 186 239 0298","d12858@baldealer.com"
"Auto World","Dealer","AUTO WORLD BUILDING, NEW KALIMATI ROAD, SAKCHI,","Jamshedpur","Jharkhand","831001","91 657 242 3481","d12027@baldealer.com"
"Auto World","Dealer","GROUND FLOOR, SERAIKELA,, RAILWAY CROSSING.","Chaibasa","Jharkhand","833201","91 70502 77435","d12027@baldealer.com"
"V&S Automobiles","Dealer","SAHEEDH AASHRAM ROAD, INFRONT OF JHAA CHURA MILL","Deoghar","Jharkhand","","91 70045 38788","d12863@baldealer.com"
"Shreyansh Automobiles","Dealer","NEAR NATIONAL HIGH SCHOOL, GAUSHALA ROAD , DUDHANI","Dumka","Jharkhand","814101","91 6434 231077","d12902@baldealer.com"
"Peekay Automobiles Llp","Dealer","PLOT NO  204, NEAR DHANSAR POST OFFICE, DHANSAR CHOWK, DHANBAD","Dhanbad","Jharkhand","826106","91 9431115845","d12916@baldealer.com"
"Cosmic Mobikes","Dealer","GROUND FLOOR,  ARAVALI ENCLAVE,, HELAL RATU ROAD,","Ranchi","Jharkhand","","91 72504 50555","d12860@baldealer.com"
"Peekay Automobiles Llp","Dealer","STRABERRY HILLS,  GROUND FLOOR,, SIRAM TOLI CHOWK","Ranchi","Jharkhand","834001","91 9431900000","d12586@baldealer.com"
"Ranju Automobiles","Dealer","BYE PASS ROAD, CHAS, ","Bokaro","Jharkhand","827013","91 92040 60238","d12351@baldealer.com"
"Rm Motors","Dealer","1ST FLOOR, G M MALL, INFRONT OF INCOME TAX OFFICE,, UDIT NAGAR, ROURKELA (ODISHA)","Rourkela","Jharkhand","796012","91 661  699 9993","d12607@baldealer.com"
"Volkan Bajaj (A Unit Of Vatsalautowheelspvt Ltd)","Dealer","NH- 33 MURRAMKALA, NEAR RAMGARH COLLEGE, COLLEGE ROAD,, RAMGARH CANTT.","Ramgarh","Jharkhand","829122","91 84069 04801","d12837@baldealer.com"
"Popular Motors Corp","Dealer","#114,PRAMEGA ARCADE, 3RD BLOCK, B.M.ROAD,, NEAR FATHIMA CONVENT SCHOOL,","Kushalnagar","Karnataka","571234","91 72597 86272","d12404@baldealer.com"
"Supreme Auto Dealers Pvt. Ltd.","Dealer","MAYA DEEPA, PANDITH HOUSE,, PERAMANURU VILLAGE, THOKOTTU,","Deralakatte","Karnataka","575017","91 99000 83342","d12433@baldealer.com"
"Channamma Motors","Dealer","OPP UNKAL LAKE, UNKAL,, ","Hubli","Karnataka","580025","91 80502 50999","d12374@baldealer.com"
"DHARWAD KTM","Branch","NEAR TOLL NAKA, PATIL BUILDING, , P.B ROAD, , , ","Hubli","Karnataka","","+91 81051 95296","d12374@baldealer.com"
"Channamma Motors","Dealer","OPP. MADHUVAN HOTEL,, YELLAPUR ROAD,","Sirsi","Karnataka","581402","91 99169 94885","d12374@baldealer.com"
"DHARWAD KTM","Branch","NEAR TOLL NAKA, PATIL BUILDING, , P.B ROAD, , , ","Sirsi","Karnataka","","+91 81051 95296","d12374@baldealer.com"
"Channamma Motors","Dealer","NEAR TOLL NAKA, PATIL BUILDING,, P.B ROAD,","Dharwad","Karnataka","","91 81051 95296","d12374@baldealer.com"
"DHARWAD KTM","Branch","NEAR TOLL NAKA, PATIL BUILDING, , P.B ROAD, , , ","Dharwad","Karnataka","","+91 81051 95296","d12374@baldealer.com"
"Jain Motors","Dealer","868N3-N7, SHANKAR VIHAR EXTENSION, PB ROAD","Davangere","Karnataka","577006","91 8192 232 088","d12396@baldealer.com"
"Kamath Motors","Dealer","SAPTAGIRI UDUPI  MANIPAL MAIN ROAD,, LAXMINDRANAGAR","Udupi","Karnataka","576102","91 820 429 4064","d12370@baldealer.com"
"Jagajampi Auto Pvt. Ltd,","Dealer","483427, NEAR KOLHAPUR CIRCLE,, CIVIL HOSPITAL ROAD,","Belgaum","Karnataka","590001","91 831 - 420 9055","d12391@baldealer.com"
"Jagajampi Auto Pvt. Ltd,","Dealer","GANGA COMPLEX COLLEGE ROAD,, NEAR BYALI KATA,","Gokak","Karnataka","591307","91 91644 78610","d12391@baldealer.com"
"Rockline Automobiles","Dealer","#11, CHANDRALAYOUT MAIN ROAD,, INCOME TAX LAYOUT, VIJAYANAGAR","Bangalore","Karnataka","560040","91 80 4954 7755","d12269@baldealer.com"
"Khivraj Motors","Dealer","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD,","Bangalore","Karnataka","560073","91 9483694817","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Khivraj Motors","Dealer","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD,, NEAR DECATHLON, KOTHANUR,","Bangalore","Karnataka","560077","91 97421 55224","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Khivraj Motors","Dealer","12, AIR EXTENSION, 1ST FLOOR,, OLD MADRAS ROAD, HOSKOTE TOWN,","Bangalore","Karnataka","562114","91  98866 80788","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Khivraj Motors","Dealer","657, 100 FEET ROAD,, NEAR KFC JUNCTION, INDIRANAGAR","Bangalore","Karnataka","560038","91 80 4165 7777, 91 80 40914835  36","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Khivraj Motors","Dealer","NO. 353, GROUND FLOOR, LANGFORD ROAD,, NEAR RICHMOND CIRCLE FLYOVER,","Bangalore","Karnataka","560025","91 80 6539 3535,","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Khivraj Motors","Dealer","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD","Bangalore","Karnataka","560010","91 80 4164 4564","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Khivraj Motors","Dealer","GOWRASRI ARCADE, NO. 953, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,","Bangalore","Karnataka","560037","91 80 65555810","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Khivraj Motors","Dealer","# 801-2C, HRBR LAYOUT, 1ST BLOCK, KALYANNAGAR, (NEXT TO VIJAYA BANK)","Bangalore","Karnataka","560043","91 80 4092 1008","d12442@baldealer.com"
"RAJAJI NAGAR KTM","Branch","NO. 71, GROUND FLOOR, 1ST MAIN ROAD,, RAJAJINAGAR, 2ND BLOCK, DR. RAJKUMAR ROAD, , ","Bangalore","Karnataka","560010","+91 80 4164 4564","d12442@baldealer.com"
"MARATHAHALLI KTM","Branch","GOWRASRI ARCADE, NO. 95/3, OUTTER RING ROAD,, DODDANEKUNDI VILLAGE,, , ","Bangalore","Karnataka","560037","+91 80 65555810","d12442@baldealer.com"
"HRBR  KTM","Branch","# 801-2C, HRBR LAYOUT, 1ST BLOCK  , KALYANNAGAR, (NEXT TO VIJAYA BANK), , ","Bangalore","Karnataka","560043","+91 80 4092 1008","d12442@baldealer.com"
"8TH MILE KTM","Branch","NO.16, 8TH MILE, NEAR PEENYA METRO STATION, TUMKUR ROAD, , , ","Bangalore","Karnataka","560073","+91 9483694817","d12442@baldealer.com"
"HENNUR KTM","Branch","#49,NEAR GUBBI CROSS,KOTHANUR MAIN ROAD, , NEAR DECATHLON, KOTHANUR, , , ","Bangalore","Karnataka","560077","+91 97421 55224","d12442@baldealer.com"
"HOSKOTE KTM","Branch","1/2, AIR EXTENSION, 1ST FLOOR, , OLD MADRAS ROAD, HOSKOTE TOWN, , , ","Bangalore","Karnataka","562114","+91  98866 80788","d12442@baldealer.com"
"Popular Motor Corp","Dealer","ACHAIAH CHETTY ARCADE, NO.19,1ST CROSS, ACHAIAH CHETTY LAY OUT,, RMV EXTENSION, SADASHIVA NAGAR, MEKHRI CIRCLE JUNCTION,","Bangalore","Karnataka","560080","91 80 23617474","d12354@baldealer.com"
"BG ROAD KTM","Branch","NEAR ROYAL MEENAKSHI MALL, , OPP. LOYOLA COLLEGE, BANNERGHATTA ROAD, , , ","Bangalore","Karnataka","","+91 80 40946286","d12392@baldealer.com"
"WHITEFIELD KTM","Branch","NEAR HOPE FARM SIGNAL, ITPL MAIN ROAD, , WHITEFIELD, , , ","Bangalore","Karnataka","560066","+91 91485 72495","d12392@baldealer.com"
"Popular Motor Corp","Dealer","NEAR ROYAL MEENAKSHI MALL,, OPP. LOYOLA COLLEGE, BANNERGHATTA ROAD,","Bangalore","Karnataka","","91 80 40946286","d12392@baldealer.com"
"BG ROAD KTM","Branch","NEAR ROYAL MEENAKSHI MALL, , OPP. LOYOLA COLLEGE, BANNERGHATTA ROAD, , , ","Bangalore","Karnataka","","+91 80 40946286","d12392@baldealer.com"
"WHITEFIELD KTM","Branch","NEAR HOPE FARM SIGNAL, ITPL MAIN ROAD, , WHITEFIELD, , , ","Bangalore","Karnataka","560066","+91 91485 72495","d12392@baldealer.com"
"Popular Motor Corp","Dealer","NEAR HOPE FARM SIGNAL, ITPL MAIN ROAD,, WHITEFIELD,","Bangalore","Karnataka","560066","91 91485 72495","d12392@baldealer.com"
"BG ROAD KTM","Branch","NEAR ROYAL MEENAKSHI MALL, , OPP. LOYOLA COLLEGE, BANNERGHATTA ROAD, , , ","Bangalore","Karnataka","","+91 80 40946286","d12392@baldealer.com"
"WHITEFIELD KTM","Branch","NEAR HOPE FARM SIGNAL, ITPL MAIN ROAD, , WHITEFIELD, , , ","Bangalore","Karnataka","560066","+91 91485 72495","d12392@baldealer.com"
"Kalyani Motors","Dealer","NO. 180, 100 FT ROAD , 1ST BLOCK , 3RD PHASE,, BANASHANKARI 3RD STAGE ,","Bangalore","Karnataka","560085","91 80 26729090","d12381@baldealer.com"
"YEHALANKA KTM","Branch","#1, HOUSING BOARD COLONY, GANDHI NAGAR, , OLD TOWN, YELAHANKA, , ","Bangalore","Karnataka","560064"," '+91 2846 3888","d12381@baldealer.com"
"KENGERI KTM","Branch","2084, NORTH CONCEPTS,  , AURA   KENGERI SATELLITE TOWN, , ","Bangalore","Karnataka","560060"," +91  80 2848 2331","d12381@baldealer.com"
"RAMNAGARA KTM","Branch","NO 1308/ 2038/ 1, WARD NO. 27, BM ROAD, , VIVEKANANDA NAGAR, RAMNAGARA CITY, , , ","Bangalore","Karnataka","562159","+91  80 2228 8558","d12381@baldealer.com"
"Kalyani Motors","Dealer","#1, HOUSING BOARD COLONY, GANDHI NAGAR,, OLD TOWN, YELAHANKA","Bangalore","Karnataka","560064","'91 2846 3888","d12381@baldealer.com"
"YEHALANKA KTM","Branch","#1, HOUSING BOARD COLONY, GANDHI NAGAR, , OLD TOWN, YELAHANKA, , ","Bangalore","Karnataka","560064"," '+91 2846 3888","d12381@baldealer.com"
"KENGERI KTM","Branch","2084, NORTH CONCEPTS,  , AURA   KENGERI SATELLITE TOWN, , ","Bangalore","Karnataka","560060"," +91  80 2848 2331","d12381@baldealer.com"
"RAMNAGARA KTM","Branch","NO 1308/ 2038/ 1, WARD NO. 27, BM ROAD, , VIVEKANANDA NAGAR, RAMNAGARA CITY, , , ","Bangalore","Karnataka","562159","+91  80 2228 8558","d12381@baldealer.com"
"Kalyani Motors","Dealer","2084, NORTH CONCEPTS,, AURA   KENGERI SATELLITE TOWN","Bangalore","Karnataka","560060","91  80 2848 2331","d12381@baldealer.com"
"YEHALANKA KTM","Branch","#1, HOUSING BOARD COLONY, GANDHI NAGAR, , OLD TOWN, YELAHANKA, , ","Bangalore","Karnataka","560064"," '+91 2846 3888","d12381@baldealer.com"
"KENGERI KTM","Branch","2084, NORTH CONCEPTS,  , AURA   KENGERI SATELLITE TOWN, , ","Bangalore","Karnataka","560060"," +91  80 2848 2331","d12381@baldealer.com"
"RAMNAGARA KTM","Branch","NO 1308/ 2038/ 1, WARD NO. 27, BM ROAD, , VIVEKANANDA NAGAR, RAMNAGARA CITY, , , ","Bangalore","Karnataka","562159","+91  80 2228 8558","d12381@baldealer.com"
"Kalyani Motors","Dealer","NO 1308 2038 1, WARD NO. 27, BM ROAD,, VIVEKANANDA NAGAR, RAMNAGARA CITY,","Bangalore","Karnataka","562159","91  80 2228 8558","d12381@baldealer.com"
"YEHALANKA KTM","Branch","#1, HOUSING BOARD COLONY, GANDHI NAGAR, , OLD TOWN, YELAHANKA, , ","Bangalore","Karnataka","560064"," '+91 2846 3888","d12381@baldealer.com"
"KENGERI KTM","Branch","2084, NORTH CONCEPTS,  , AURA   KENGERI SATELLITE TOWN, , ","Bangalore","Karnataka","560060"," +91  80 2848 2331","d12381@baldealer.com"
"RAMNAGARA KTM","Branch","NO 1308/ 2038/ 1, WARD NO. 27, BM ROAD, , VIVEKANANDA NAGAR, RAMNAGARA CITY, , , ","Bangalore","Karnataka","562159","+91  80 2228 8558","d12381@baldealer.com"
"Amba Auto Sales & Service Pvt. Ltd.","Dealer","NO. 3, SERVICE ROAD, 17TH MAIN,, AICOBA NAGAR, BTM LAYOUT, 1ST STAGE","Bangalore","Karnataka","560068","91 80 4210 7195 - 81977 66636","d12382@baldealer.com"
"E CITY KTM","Branch","GANESHA TOWERS, NO 60/6,KONEPPANA AGRAHARA ,, OPP INFOSYS BUILDING, ELECTRONIC CITY, HOSUR ROAD,, , ","Bangalore","Karnataka","560100","     +91 80 41250119","d12382@baldealer.com"
"Amba Auto Sales & Service Pvt. Ltd.","Dealer","GANESHA TOWERS, NO 606,KONEPPANA AGRAHARA ,, OPP INFOSYS BUILDING, ELECTRONIC CITY, HOSUR ROAD,","Bangalore","Karnataka","560100","91 80 41250119","d12382@baldealer.com"
"E CITY KTM","Branch","GANESHA TOWERS, NO 60/6,KONEPPANA AGRAHARA ,, OPP INFOSYS BUILDING, ELECTRONIC CITY, HOSUR ROAD,, , ","Bangalore","Karnataka","560100","     +91 80 41250119","d12382@baldealer.com"
"Akshaya Auto Service","Dealer","AKSHAYA AUTO SERVICE COMPOUND,, SIRA ROAD,","Tumkur","Karnataka","572106","91 816 227 2212","d12327@baldealer.com"
"Vkg Bajaj","Dealer","OPPOSITE TO STBT DARGA ROAD,, ","Gulbarga","Karnataka","585101","91 8472 230999","d12399@baldealer.com"
"Vkg Bajaj","Dealer","OPPOSITE TO STBT DARGA ROAD,, KALABURAGI","Bidar","Karnataka","585101","91  8472 230999","d12399@baldealer.com"
"Popular Motors Corp","Dealer","1071A, SNA COMPLEX, OPP. ZILLA PANCHAYATH OFFICE, JAYA LAKSHMI VILAS ROAD,","Mysore","Karnataka","570005","91 821 2333393","d12404@baldealer.com"
"Sai Automobiles","Dealer","OPP. TSP , T.B. DAM ROAD, NEAR RAILWAY GATE,, HOSAPETE -583201 (KARNATAKA)","Hosapete","Karnataka","","91  73386 67326","d12623@baldealer.com"
"Yashaswini Bikes","Dealer","VRISHABA COMPLEX, NH-4 SERVICE ROAD ,, NEXT TO HOTEL RAVI MAYUR,","Chitradurga","Karnataka","577501","91  82966 34394","d12642@baldealer.com"
"Bijjaragi  Bajaj","Dealer","228 DAMAGAR COMPLEX, OPP. RAVI INDANE GAS,, MAHALBAGAYAT, ASHRAM ROAD,","Bijapur","Karnataka","586103","91  8352 263 443","d12424@baldealer.com"
"Bijjaragi  Bajaj","Dealer","SHOP NO. UG - 29, MELLIGERI TOWERS,, STATION ROAD,","Bagalkot","Karnataka","587101","91 74115 00267","d12424@baldealer.com"
"Supreme Auto Dealers Pvt. Ltd.","Dealer","SARA SOLITAIRE , RS NO  91-5, T.S NO. 81-5,, EXTENT A-C-13.50, BALAMATTA ROAD,","Mangalore","Karnataka","575001","91 78880 94946 78880 94947","d12433@baldealer.com"
"Vaishali Trading Corporation","Dealer","PURUSHOTTAM HALL COMPLEX,, N.H. 66(17), SADASHIVGAD,","Karwar","Karnataka","581352","91  8382 265 553","d12713@baldealer.com"
"Lakshmi Auto","Dealer","J P ARCADE, OPPOSITE SBI BANK,, RING ROAD, JAYANAGAR 2ND BLOCK,","Hassan","Karnataka","573201","91  8172 269 599","d12908@baldealer.com"
"Popular Motor Corp","Dealer","OPPOSITE KABA PLAZA, KOLAR BY PASS RAOD,, NEXT  TO HP PETROL PUMP.","Kolar","Karnataka","563101","91 91089 53193","d12252@baldealer.com"
"Sai Automobiles","Dealer","158 F, HOSPET ROAD,, CANTONMENT,","Ballary","Karnataka","583104","91 8392 244110 - 244109 - 7829444344 - 7829444844","d12356@baldealer.com"
"Supreme Auto Dealers Pvt. Ltd.","Dealer","SHANKAR MUTT ROAD,, SHIMOGA - 577 201 (KARNATAKA)","Shimoga","Karnataka","577201","91 8182 267 178","d12362@baldealer.com"
"Supreme Auto Dealers Pvt. Ltd.","Dealer","BELUR ROAD, KOTE ,, ","Chikmaglur","Karnataka","577101","91 96321 02299","d12362@baldealer.com"
"Av Automobiles","Dealer","NH 544 NADATHARA ,, NADATHARA POST,","Thrissur","Kerala","","91  94965 18171","d12703@baldealer.com"
"Popular Motor Corporation","Dealer","DOOR NO 131-54, VAZHAPPILAY ARCADE, PUZHAKKAL,, NEAR LULU INTERNATIONAL CONVENTION CENTER,  P.O. AYYANTHOLA,","Thrissur","Kerala","680003","91 9846610999","d12738@baldealer.com"
