"Dealer Name","Address","City","State","Pincode","Phone 1","Phone 2","Mobile 1","Mobile 2","Email 1","Email 2","Email 3"
"L R Hyundai","PATIALA CHOWK OPP KAMLA MARBLE,, Patiala Road (Sales), Cheeka, Haryana - 136034","Cheeka","Haryana","136034","","","9812302073","9812302064","LRHYUNDAICHEEKA@GMAIL.COM","",""
"Raja Hyundai","Khasra No. 2060, Choutala Road, Near Civil Hospital, Dabwali, Near Civil Hospital, Dabwali, Haryana - 125104","Dabwali","Haryana","125104","1668223567","","","","sales.rajamotors@gmail.com","",""
"Bohra Hyundai","Plot No. 38,  Neelam Bata Road, Neelam Bata Road, Faridabad, Haryana - 121001","Faridabad","Haryana","121001","01294290900","","8800011100","8800011040","sm1@bhorahyundai.com","saleshead@bohrahyundai.com","crm@bohrahyundai.com"
"Mahadev Hyundai","13/3, Near Frick India, Mathura Road, NTPC chowk, NTPC chowk, Faridabad, Haryana - 121006","Faridabad","Haryana","121006","1294240000","","7042193333","","crmsales@mahadevhyundai.com","",""
"Mahadev Hyundai","1283, Sector 14 Faridabad, Sector 14, Faridabad, Haryana - 121003","Faridabad","Haryana","121003","","","9821775347","","gmsales@mahadevhyundai.com","",""
"Triumph Hyundai","20/2, Mujesar More, Near YMCA Chowk, Delhi Matura Road,, YMCA Chowk, Faridabad, Haryana - 121006","Faridabad","Haryana","121006","1294188888","","9643400510","","raman@triumphatuo.com","",""
"Triumph Hyundai","Khasra No. 4/4/1/1, near Patanjali Store, Wazirpur, pataudi, sector 95, Wazirpur, Farrukhnagar, Haryana - 122505","Farrukhnagar","Haryana","122505","","","9205479002","","manugupta@triumphauto.com","",""
"Majestic Hyundai","Sirsa Road, Fatehabad, Fatehabad, Haryana - 125050","Fatehabad","Haryana","125050","","","9992866662","7496960011","sales@majestichyundai.com","",""
"Malwa Hyundai","Main Railway Road Ganaur Near malik Dharam Kata, Ganaur, Ganaur, Haryana - 131101","Ganaur","Haryana","131101","1302462731","1302462732","9468100934","","ganaurhyundai@malwagroup.co.in","",""
"Samta Hyundai","234-240 Near Community Centre Outside new Anaj Mandi, Near Community Centre, Gharaunda, Haryana - 132114","Gharaunda","Haryana","132114","1842220206","","7378022222","","sales.backoffice@samtamotors.com","",""
"Malwa Hyundai","Fowahara Chowk , Gohana Distt. Sonipat, Sonipat, Gohana, Haryana - 131001","Gohana","Haryana","131001","1263258302","1263258303","9468100732","","gohanahyundai@malwagroup.co.in","",""
"Dee Emm Hyundai","B-31 & B-32 Mehrauli Road, Sec-14, Gurgaon, Haryana - 122001","Gurgaon","Haryana","122001","1244042000","","8585900801","9971987979","vp@dmhyundai.com","md@dmhyundai.com",""
"Dee Emm Hyundai","19-A, Vatika City Market, Sector - 49, Sohna Road, Gurgaon, Sohna Road, Gurgaon, Haryana - 12201","Gurgaon","Haryana","12201","1244308000","1244308041","8585900801","8585900801","vp@dmhyundai.com","vp@dmhyundai.com","gmsales@dmhyundai.com"
"Himgiri Hyundai","B-22, Ground floor,Global Foyer, Golf course Road, Sector-43,, Golf Course Link Road, Gurgaon, Haryana - 122002","Gurgaon","Haryana","122002","1244886677","","8287110893","8130193006","info@himgirihyundai.com","crmsales.ggn@himgirihyundai.com",""
"JMV Hyundai","Sohna Road (NH-248A), Vill.- Alipur, Tehsil Sohna,, SOHNA HARYANA, Gurgaon, Haryana - 122102","Gurgaon","Haryana","122102","01242222220","","9999116665","","GM.SALES@JMVHYUNDAI.COM","",""
"Safdarjang Hyundai","Plot No. 225, Near Shyam Chowk,, Udyog Vihar Phase  - IV, Gurgaon, Haryana - 122016","Gurgaon","Haryana","122016","1244654603","","9971590019","","sales1@safdarjang.com","",""
"Superon Hyundai","Main Sohna Road, 1KM From Tau Devi Lal Stadium, Sohna Road, Sohna Road, Gurgaon, Haryana - 122001","Gurgaon","Haryana","122001","1242879304","1244654740","9717700728","9415340000","ssi_hyundai@superonindia.com","sales_hyundai@superonindia.com",""
"Superon Hyundai","Plot no 106, Sector -37, Pace city, Near Hero Honda chowk,,Gurugram, Hero Honda Chowk, Gurgaon, Haryana - 122001","Gurgaon","Haryana","122001","1244654740","","9958499838","","ssi_hyundai@superonindia.com","sales_hyundai@superonindia.com",""
"Orion Hyundai","Near Jind By-Pass Delhi Road, Hansi, Near Jind By-Pass, Hansi, Haryana - 125033","Hansi","Haryana","125033","","","9873564645","","orionhansi@yahoo.co.in","",""
"Hissar Hyundai","15 Kms Mile stone, wine factory, Delhi Bye pass, Near wine factory, Hissar, Haryana - 125001","Hissar","Haryana","125001","1662645045","","","","hisarhyundai@yahoo.com","",""
"Orion Hyundai","Delhi Hissar Road, Opp Vidyut Nagar, Opp Vidyut Nagar, Hissar, Haryana - 125001","Hissar","Haryana","125001","1662220664","1662222662","","","orionhisar@yahoo.co.in","",""
"Drishti Hyundai","Near Nehru College, Bahadurgarh Road, Jhajjar, Jhajjar, Jhajjar, Haryana - 124103","Jhajjar","Haryana","124103","","","9215055531","","sales@drishtimotors.com","",""
"L R Hyundai","NH-71 ROHTAK ROAD OPP VISHNU GARDEN,, Main Rohtak Road (Sales), Jind, Haryana - 126102","Jind","Haryana","126102","1733224666","","9812302084","9812302085","SMHYUNDAI@LRGROUP.CO.IN","",""
"L R Hyundai","NH-65, AMBALA ROAD,, AMBALA ROAD (Sales), Kaithal, Haryana - 136027","Kaithal","Haryana","136027","1746226592","","9812302071","9812302072","GMHYUNDAI@LRGROUP.CO.IN","",""
"Berkeley Hyundai","Village Bitna Seuri, Kalka Shimla Highway, NH - 22, Kalka, Panchkula, Kalka, Kalka, Haryana - 134102","Kalka","Haryana","134102","","","9876111666","","gmsalespkl.hmil@berkeleyindia.com","",""
"Rahul Karnal Hyundai","Near Tau Devi Lal Chowk, G.T. Road Karnal, Near Tau Devi Lal Chowk, Karnal, Haryana - 132001","Karnal","Haryana","132001","1843053400","","","","rahulhyundai.fatehabad@gmail.com","",""
"Samta Hyundai","119 / 8 Milestone G T Road Karnal, 119 / 8 Milestone, Karnal, Haryana - 132001","Karnal","Haryana","132001","1842220206","","7378022222","","sales.backoffice@samtamotors.com","",""
"Kaushalaya Hyundai","Kurukshetra Development Board Road, Kurukshetra, Kurukshetra Development Board Road, Kurukshetra, Haryana - 136118","Kurukshetra","Haryana","136118","1744292391","1744292392","7378044444","","sales.backoffice@kaushalyamotors.com","",""
"Kaushalaya Hyundai","Opposite Choudhary Filling Station, Radaur Road, Opposite Choudhary Filling Station, Ladwa, Haryana - 136132","Ladwa","Haryana","136132","1744220206","","7378044444","","sales.backoffice@kaushalyamotors.com","",""
"Triumph Hyundai","NH-8, Delhi - Jaipur Highway, Near Power House, Main Market,, Manesar, Manesar, Haryana - 122051","Manesar","Haryana","122051","","","9711110971","","gm.manesar@triumauto.com","customercare.manesar@triumphauto.com",""
"Srishti Hyundai","Opp. Sadar Thana, Meham, Meham, Meham, Haryana - 124001","Meham","Haryana","124001","","","9215055592","","sales.srishti@gmail.com","",""
"Samrithi Hyundai","Naringarh - Kalaamb Road, Naraingarh, Naringarh - Kalaamb Road, Naraingarh, Haryana - 134202","Naraingarh","Haryana","134202","1712821000","","","","samrithihyundai@gmail.com","",""
"Harsh Hyundai","Kailash Nagar, Rewari Road., Rewari Road, Narnaul, Haryana - 123001","Narnaul","Haryana","123001","","","9215059214","","harshautocarepvtltd@rediffmail.com","",""
"L R Hyundai","HARIYAL CHOWK, NEAR VITA BOOTH,, Hariyal Chowk (Sales), Narwana, Haryana - 126116","Narwana","Haryana","126116","","","9812302596","9812302044","LRHYUNDAINARWANA@GMAIL.COM","",""
"Parashar Hyundai","62 KM, Miles Stone, Delhi Mathura Road, Palwal, Palwal, Palwal, Haryana - 121101","Palwal","Haryana","121101","","","9671777736","9671777735","parasharhyundai@gmail.com","",""
"Berkeley Hyundai","Plot No -87, Ind Area Phase I, Panchkula, Ind Area Phase I,, Panchkula, Haryana - 134109","Panchkula","Haryana","134109","1725004444","","9876111666","","INFO.HMIL@BERKELEYINDIA.COM","",""
"Ultimate Hyundai","355, Industrial Area Phase- 2 Panchkula 0172-5021000, Industrial Area Phase- 2, Panchkula, Haryana - 134109","Panchkula","Haryana","134109","1725021000","","8054777831","","pklultimate@gmail.com","",""
"Sawan Hyundai","Near Radha Swami Satsang, Sector 18, G.T Road, Sector 18 GT Road, Panipat, Haryana - 132103","Panipat","Haryana","132103","1806453961","","","","sales.backoffice@sawanmotors.com","",""
"Sawan Hyundai","Khasra No. 55, Village Siwah, Tehsil Panipat, GT Road, Panipat, Panipat, Haryana - 132103","Panipat","Haryana","132103","","","7206306521","","bhanukhetarpal@yahoo.co.in","",""
"Sawan Hyundai","Near Police Station, G.T Road, Samalkha, Near Police Station, Panipat, Haryana - 132103","Panipat","Haryana","132103","","","9992800362","","sales.backoffice@sawanmotors.com","",""
"Kaushalaya Hyundai","Ambala - Kaithal Highway, Near Main Chowk,, Near Main Chowk,, Pehowa, Haryana - 136128","Pehowa","Haryana","136128","","","7378044444","","sales.backoffice@kaushalyamotors.com","",""
"Khanna Hyundai","Triveni Chowk, Kurukshetra-Sharanpur Highway, Radaur, Triveni Chowk,, Radaur, Haryana - 135133","Radaur","Haryana","135133","1732212551","","","","khannahyundai.sales@gmail.com","",""
"Harsh Hyundai","Delhi Road, Rewari, Rewari, Rewari, Haryana - 123401","Rewari","Haryana","123401","1274252450","","9215059202","9215059206","harshautocarepvtltd@rediffmail.com","",""
"Srishti Hyundai","Delhi Bypass Road, Opp. Devi Lal Park, Delhi Road, Rohtak, Rohtak, Haryana - 124001","Rohtak","Haryana","124001","","","9215055523","","sales@srishti@gmail.com","",""
"Srishti Hyundai","Jind Bye Pass Road, Opp- New Power House, Rohtak, Rohtak, Rohtak, Haryana - 124001","Rohtak","Haryana","124001","1262655196","","9215055523","","sales.srishti@gmail.com","",""
"L R Hyundai","KHANSAR CHOUK PANIPAT ROAD,, Panipat Road (Sales), Safidon, Haryana - 126112","Safidon","Haryana","126112","","","9812302088","9812302099","LRHYUNDAISAFFIDON@GMAIL.COM","",""
"Srishti Hyundai","Bahadurgarh By Pass Sampla, Sampla, Sampla, Haryana - 124501","Sampla","Haryana","124501","","","9215055546","","sales.srishti@gmail.com","",""
"Raja M Hyundai","Sirsa  Raja Motors, Dabwali Road, Sirsa, Dabwali Road, Sirsa, Haryana - 125055","Sirsa","Haryana","125055","1666221067","","","","Rajahyundaisirsa@gmail.com","",""
"Malwa Hyundai","Village - Jat Joshi, PO - Bhalghar, Sonipat, Sonipat, Haryana - 131201","Sonipat","Haryana","131201","","","9416019733","9416040407","sonipathyundai@malwagroup.co.in","",""
"Malwa Hyundai","NH-1, 31 KM Stone, G.T Road, Kundli, Sonipath, Kundli, Sonipat, Haryana - 131028","Sonipat","Haryana","131028","1302219731","1302219732","9416019731","","saleshyundai@malwagroup.co.in","",""
"Majestic Hyundai","Opposite Old CIA, Ratia Road, Tohana, Ratia Road,, Tohana, Haryana - 125120","Tohana","Haryana","125120","","","7015711344","","tanuj@majestichyundai.com","sales@majestichyundai.com",""
"Khanna Hyundai","Opp Agrasen College, Chhachrauli Road, Jagadhari, Opp Agrasen College, Yamuna Nagar, Haryana - 135003","Yamuna Nagar","Haryana","135003","1732212551","1732212552","","","khannahyundai.sales@gmail.com","",""
"Tapan Hyundai","Kishanpura Baddi, Tehsil Nalagarh, Distt. Solan (HP), Kishanpura Baddi,, Baddi, Himachal Pradesh - 173205","Baddi","Himachal Pradesh","173205","18601800072","","9816300772","9816800572","hyundaisalesgm@tapan.industries","branchheadbaddi@tapan.industries",""
"Dev Bhoomi Hyundai","NH-21, Adj. Sagar View force motors, Bilaspur, Adj. Sagar View force motors, Bilaspur (HP), Himachal Pradesh - 174001","Bilaspur (HP)","Himachal Pradesh","174001","1905246558","","","","devbhoomihyundai@gmai.com","",""
"Dev Bhoomi Hyundai","VPO Ghuwarvin, Distt- Bilaspur, HP, Bilaspur (HP), Himachal Pradesh - 177401","Bilaspur (HP)","Himachal Pradesh","177401","1905246558","","9805513658","","dgmsales@devbhoomihyundai.com","",""
"Sant Hyundai","VILLAGE PAREL P.O SULTANPUR TEHSIL & DISTT CHAMBA, Village Parel, Chamba, Himachal Pradesh - 176314","Chamba","Himachal Pradesh","176314","","","9817811255","9625021155","gmsalessanthyundai@gmail.com","",""
"Punj Hyundai","Opposite Pindi Filling Station, Bharwian Road, Gagret, Opposite Pindi Filling Station, Gagret, Himachal Pradesh - 177201","Gagret","Himachal Pradesh","177201","","","9459490265","","punj_hyundai@yahoo.com","",""
"Punj Hyundai","VILL. TIKKAR, P.O.-DIDWAN NH-88 HAMIRPUR, TIKKAR, Hamirpur, Himachal Pradesh - 177401","Hamirpur","Himachal Pradesh","177401","1972256256","","9218590253","","punjhyundai@hotmail.com","",""
"Dev Bhoomi Hyundai","Vill. Ladruhin, Jogindernagar, Jogindernagar, Joginder Nagar, Himachal Pradesh - 175015","Joginder Nagar","Himachal Pradesh","175015","1905246558","","","","devbhoomihyundai@gmai.com","",""
"Sant Hyundai","Mataur - Palampur Road, Gurkhari, Kangra (HP), Gurkhari, Kangra, Himachal Pradesh - 176001","Kangra","Himachal Pradesh","176001","1892260655","","","","santhyundai@gmail.com","",""
"Sant Hyundai","VPO Sunhet, Tehsil Dehra, Sunhet, Kangra, Himachal Pradesh - 176064","Kangra","Himachal Pradesh","176064","1892260655","","","","santhyundai@gmail.com","",""
"Dev Bhoomi Hyundai","Village Kutti, PO Tehsil Karsog , Distt Mandi, Karsog, Himachal Pradesh - 175011","Karsog","Himachal Pradesh","175011","1905246557","","9805513658","","devbhoomihyundai@gmail.com","dgmsales@devbhoomihyundai.com",""
"Sant Hyundai","NH-21 Bashing P.O. Babeli, Babeli, Kullu, Himachal Pradesh - 175138","Kullu","Himachal Pradesh","175138","1902204055","","","","sant.autolinks@gmail.com","",""
"Sant Hyundai","NH-21 Bashing PO Babeli , Tehsil & Distt Kullu, NH 21 Bashing PO Babel, Manali, Himachal Pradesh - 175138","Manali","Himachal Pradesh","175138","","","9805067255","","sant.autolinks@gmail.com","",""
"Dev Bhoomi Hyundai","House No NH-21, Guttkar, City Guttkar Distt. Mandi, Guttkar, Mandi, Himachal Pradesh - 175021","Mandi","Himachal Pradesh","175021","1905246558","","","9805000001","devbhoomihyundai@gmai.com","",""
"Punj Hyundai","V.P.O. bela Near Beas Bridge, Jawalamukhi Road Nadaun, Near Beas Bridge, Nadaun, Himachal Pradesh - 177033","Nadaun","Himachal Pradesh","177033","","","9459490259","9218590255","punj_hyundai@yahoo.com","",""
"Sant Hyundai","VPO Jach Tehsil Nurpur , Dist Kangra, Chipra Mandir Bodh, Nurpur, Himachal Pradesh - 176201","Nurpur","Himachal Pradesh","176201","","","9418028155","","sant.autolinks@gmail.com","",""
"Sant Hyundai","VPO Dharer Near Naltipul Tec. Palampur Distt. Kangra, Near Naltipul Tec, Palampur, Himachal Pradesh - 176064","Palampur","Himachal Pradesh","176064","","","9418132155","","santhyundai@gmail.com","",""
"Tapan Hyundai","Near Batapul Paonta Sahib Distt.  Sirmour, Near Batapul, Ponta Sahib, Himachal Pradesh - 173025","Ponta Sahib","Himachal Pradesh","173025","18601800072","","9816300772","8894900672","hyundaisalesgm@tapan.industries","branchheadpaonta@tapan.industries",""
"Dev Bhoomi Hyundai","Plot No 104 D, Industrial Area, Shoghi,, Shoghi, Shimla, Himachal Pradesh - 171219","Shimla","Himachal Pradesh","171219","","","8894800657","","gmsales@devbhoomihyundai.com","",""
"Tapan Hyundai","Shamlech, Barog Bye Pass, Solan, Barog Bye Pass, Solan, Himachal Pradesh - 173211","Solan","Himachal Pradesh","173211","18601800072","","9816300772","8629000772","hyundaisalesgm@tapan.industries","hyundaisalessolan@tapan.industries",""
"Punj Hyundai","Una Amb Road, VPO Rainsari, Una, Ransary, Una, Himachal Pradesh - 174303","Una","Himachal Pradesh","174303","","","8894495219","","punj_hyundai@yahoo.com","",""
"AM Hyundai","AM Hyundai Akhnoor, sungal Morh, Akhnoor (J&K), Sungal Morh, Akhnoor, Jammu & Kashmir - 181212","Akhnoor","Jammu & Kashmir","181212","","","9086061663","","sales@jammuautomart.com","",""
"K Y Hyundai","Harnag, Khanabal, Anantnag, kashmir, Harnag, Khanabal, Anantnag, Jammu & Kashmir - 192102","Anantnag","Jammu & Kashmir","192102","1932228366","","9906640111","","parvaizkattoo@gmail.com","",""
"AM Hyundai","Main Road, R S Pura, Jammu, R S Pura, Jammu, Jammu & Kashmir - 181102","Jammu","Jammu & Kashmir","181102","","","7051223215","","amrspura@jammuautomart.com","",""
"AM Hyundai","55/6 Transport Nagar, Jammu, Jammu, Jammu, Jammu & Kashmir - 180005","Jammu","Jammu & Kashmir","180005","","","7006457032","","Sales@jammuautomart.com","",""
"AM Hyundai","AM Business Park, NH-1 Bye Pass Road,, NH-1 Bye Pass Road, Jammu, Jammu & Kashmir - 180012","Jammu","Jammu & Kashmir","180012","","","9797379999","9797434444","sales@jammuautomart.com","service@jammuautomart.com",""
"Pace Hyundai","13 BC, Gandhi Nagar, Jammu, Gandhi Nagar, Jammu, Jammu & Kashmir - 180004","Jammu","Jammu & Kashmir","180004","1912432900","","","","pacehyundai@gmail.com","",""
"Shuhul Hyundai","Ph-2 Industrial Area, Gangayal, Jammu, Jammu, Jammu, Jammu & Kashmir - 180010","Jammu","Jammu & Kashmir","180010","","","9055507155","","shuhulmotors@gmail.com","",""
"AM Hyundai","Opposite Chenab Textile Mill, NH-1 Kathua, Jammu., Oppsite Chenab Textile Mill, Kathua, Jammu & Kashmir - 180015","Kathua","Jammu & Kashmir","180015","","","9086093455","9086061675","sales@jammuautomart.com","",""
"Togo Hyundai","1, SkalzanglingAirport Road, Leh, Skalzangling Airport Road, Leh, Jammu & Kashmir - 194101","Leh","Jammu & Kashmir","194101","","","7298201111","9419178493","satogo22@gmail.com","",""
"Arise Hyundai","Near Delhi Public School, Sangrama, Baramulla, Near Delhi Public School, Sangrama, Jammu & Kashmir - 193202","Sangrama","Jammu & Kashmir","193202","","","9999999999","","arisehyundai@gmail.com","",""
"Arise Hyundai","Bemina, Tengpora Bye Pass, Srinagar, Tengpora Bye Pass, Srinagar, Jammu & Kashmir - 190003","Srinagar","Jammu & Kashmir","190003","1942473033","","7051534961","","arisehyundai@gmail.com","",""
"Arise Hyundai","N/A, N/S, Nursingarah, Batamaloo, Batamaloo, Srinagar, Jammu & Kashmir - 190009","Srinagar","Jammu & Kashmir","190009","","","9596780090","","gmarisehyundai@gmail.com","",""
"KC Hyundai","Hyderpura Byepass road, Srinagar, Hyderpura Byepass road, Srinagar, Jammu & Kashmir - 190001","Srinagar","Jammu & Kashmir","190001","1942440977","","","","kchyundai@rediffmail.com","",""
"Shuhul Hyundai","M. A. Road, Opp. Women’s College, M. A. Road, Srinagar, Jammu & Kashmir - 190001","Srinagar","Jammu & Kashmir","190001","1942457786","1942477786","9622584040","","Shuhulhyundai@gmail.com","",""
"Devika Hyundai","Omara Morh, NH - 1A, Devika Plaza, Opp. Petrol Pump, Omara Morh, Devika Plaza, Udhampur, Jammu & Kashmir - 182101","Udhampur","Jammu & Kashmir","182101","1992272277","","9086788999","","devikahyundaisales@gmail.com","",""
"AM Hyundai","NH-1 Ramgarh Road, Vijaypur Adjacent to Axis Bank, Vijaypur, Vijaypur, Jammu & Kashmir - 184120","Vijaypur","Jammu & Kashmir","184120","","","9419107444","","rajuchowdhary1@gmail.com","",""
"Shree Hyundai","Western avenue, naya more, Naya More,Bokaro, Bokaro, Jharkhand - 827001","Bokaro","Jharkhand","827001","","","9204060238","9708037150","shrihyundai@gmail.com","",""
"Republic Hyundai","Bye pass Road, Distt- Palamu, Bye Pass Road, Daltonganj, Jharkhand - 822101","Daltonganj","Jharkhand","822101","","","9386849794","","republichyundai@rediffmail.com","",""
"Baidyanath Hyundai","Circular Road, Barmasia, Barmasia, Deoghar, Jharkhand - 814112","Deoghar","Jharkhand","814112","","","7545810041","7545810045","bampl.deo@gmail.com","",""
"Libra Hyundai","Plot No.: 122, Opp. Prabhat Khabar Press, Govindpur Road, Saraidhela, Govindpur Road, Dhanbad, Jharkhand - 828187","Dhanbad","Jharkhand","828187","3262227051","","9204065405","","librahyundai.saraidhela@gmail.com","",""
"Libra Hyundai","Bank More, Katras Road, Katras Road ,Bank More, Dhanbad, Jharkhand - 826001","Dhanbad","Jharkhand","826001","3262301134","","9204065405","","libramarketing@rediffmail.com","",""
"Shree Hyundai","Near Reliance Petrol Pump, Bhagalpur Road,Babupur, Spiada, Dumka, Bhagalpur Road, Dumka, Jharkhand - 814101","Dumka","Jharkhand","814101","","","9999999999","","dumka.shreehyundai@gmail.com","",""
"Baidyanath Hyundai","Alkapuri, Panchamba Road, Panchamba Road, Giridih, Jharkhand - 815301","Giridih","Jharkhand","815301","","","7545810043","7545810049","sales.bampl@gmail.com","bampl.deo@gmail.com",""
"Shree Hyundai","Bhagalpur Road, Near Petrol Pump, Godda, Bhagalpur Road, Godda, Jharkhand - 814133","Godda","Jharkhand","814133","","","9708037065","","shrihyundai@gmail.com","",""
"Fairdeal Hyundai","Plot A-2, Phase II, Adityapur Industrial area, before 'RIT' more, Jamshedpur - 831012, Adityapur, Jamshedpur, Jharkhand - 831012","Jamshedpur","Jharkhand","831012","6572200068","","7631958000","9835182626","salesjsr@fairdealauto.co.in","fairdealhyundaijsr1@gmail.com",""
"Fairdeal Hyundai","HS Tower, ""L"" Road, Bistupur , Jamshedpur - 831001, Bistupur, Jamshedpur, Jharkhand - 831001","Jamshedpur","Jharkhand","831001","6572249146","6572249223","7061005369","8252499990","salesjsr@fairdealauto.co.in","dbubistupur@fairdealauto.co.in",""
"Union Hyundai","NH-33, Pardih, Beside Telephone Exchange,Mango, NH-33 Mango, Jamshedpur, Jharkhand - 831018","Jamshedpur","Jharkhand","831018","6576552000","","9204789830","9204789830","unionhyundai@gmail.com","",""
"Union Hyundai","NH-33 (Beside BSNL Telephone Exchange), Pardih, Mango, Jamshedpur, Telephone Exchange, Paridh, Mango, Jamshedpur, Jharkhand - 831018","Jamshedpur","Jharkhand","831018","6572362066","","9204789832","","unionhyundai@gmail.com","",""
"Vatsal Hyundai","PG Complex, NH 31, Ranchi Patna Bypass Road, Jhumritaliliaya, NH 31, Ranchi Patna Bypass Road, Koderma, Jharkhand - 825409","Koderma","Jharkhand","825409","","","8229804743","","vatsalhyundai@gmail.com","",""
"Shree Hyundai","Near HP Petrol Pump, Main Road,, Pakur Main Road, Pakur, Jharkhand - 816107","Pakur","Jharkhand","816107","","","9708037943","","shrihyundai@gmail.com","",""
"Vatsal Hyundai","Plot No-981, Khate No-39, Near Ramgarh College, College, Raod Ramgarh Cantt., College Road,Ramgarh, Ramgarh, Jharkhand - 829122","Ramgarh","Jharkhand","829122","6553231871","","7209672588","","vatsalhyundai@gmail.com","",""
"Fairdeal Hyundai","Heritage Tower, Ground Floor, Plot no. 769, H B Road, opp. Surendranath School,  Dipatoli, Ranchi 834009, Opp. Surendranath School, Dipatoli, Ranchi, Jharkhand - 834009","Ranchi","Jharkhand","834009","","","9570915555","9204812085","salesrnc@fairdealauto.co.in","gmsalesrnc@fairdealauto.co.in","sm.mishra12@yahoo.co.in"
"Fairdeal Hyundai","Shop No. 001A, Ground floor, 'Panchwati Residency', Beside 'Big Bazaar' Chandni Chowk, Kanke road Ranchi., Chandni Chowk, Ranchi, Jharkhand - 834001","Ranchi","Jharkhand","834001","","","7631676666","8298207777","salesrnc@fairdealauto.co.in","dbukanke@fairdealauto.co.in",""
"J P Hyundai","opp.OTC Ground,Piska More,Ratu Road,Ranchi, Ratu Road, Ranchi, Jharkhand - 834005","Ranchi","Jharkhand","834005","6516557777","6516067777","9155091555","9570100022","jphyundai001@gmail.com","salesjphyundai@gmail.com",""
"JP Hyundai","Skyline Tower, opp Dr. Lal's Clinic kadru,Ranchi, Kadru, Ranchi, Jharkhand - 834002","Ranchi","Jharkhand","834002","","","9570059999","9570100022","salesjph.kadru@gmail.com","",""
"Republic Hyundai","Kantatoli, Purulia Road Kantatoli, Ranchi, Jharkhand - 834001","Ranchi","Jharkhand","834001","","","9386849806","","republichyundai@rediffmail.com","",""
"Republic Hyundai","Commerce House, Line Tank Road,Sharda Babu Street, Sharda Babu street,Line Tank Road, Ranchi, Jharkhand - 834001","Ranchi","Jharkhand","834001","6516555655","6512212322","9334386608","9334386608","republichyundai@rediffmail.com","",""
"Narayan Hyundai","Plot No12E,Sector No-56,Hubli By-Pass Road,Bagalkot - 587101, Navnagar bypass road, Bagalkot, Karnataka - 587101","Bagalkot","Karnataka","587101","8354297026","","9742253270","","sales.narayanhyundai@gmail.com","",""
"Nagashanti Hyundai","Plot no 16, Khanapur Road, Udyambag-Belgaum-590008, Udyambag, Belagavi, Karnataka - 590008","Belagavi","Karnataka","590008","","","9844890459","9844890456","sales@nagshantihyundai.com","",""
"Anika Hyundai","Survey No.: 219/1 Part, Block No. 19, CST Ward No. 22, In Corporation Ward No. 30, Hosapete Road, Bellary, Bellary, Bellary, Karnataka - 583104","Bellary","Karnataka","583104","","","9840023170","","ppssuresh@gmail.com","",""
"Advaith Hyundai","#4/2A, Kasaba Village Main Road,, Belthangady, Karnataka 574214, Belthangadi, Belthangady, Karnataka - 574114","Belthangady","Karnataka","574114","8256233600","","7760962819","","sales@advaithhyundai.com","",""
"Advaith Hyundai","#41/2, Outer Ring Road, Opp Intel Office, Devarabeesanahalli, Varthur Hobli, Bangalore, Karnataka 560037, Outer Ring Road, Bengaluru, Karnataka - 560037","Bengaluru","Karnataka","560037","8025639053","8025639054","7406564455","","sales@advaithhyundai.com","",""
"Advaith Hyundai","New #1-5, Old # 44/1 A, Bannerghatta Road , Bangalore, Banergatta Road, Bengaluru, Karnataka - 560029","Bengaluru","Karnataka","560029","08022966201","08022966202","9620627733","","salesbr@advaithhyundai.com","sales@advaithhyundai.com",""
"Advaith Hyundai","No.: 1, 80ft Road, Kormangala 8th Block (Near Passport Office) Bangalore, Koramangala, Bengaluru, Karnataka - 560095","Bengaluru","Karnataka","560095","08022966382","08022966384","9902099915","9845123334","salesdso@advaithhyundai.com","sales@advaithhyundai.com",""
"Advaith Hyundai","Near Rajgopal Vijaya kalyana Mantapa. Sompura gate, Bangalore - 562125, Sarjapura, Bengaluru, Karnataka - 562125","Bengaluru","Karnataka","562125","","","9902099949","9945546099","sales.sarjapur@advaithhyundai.com","",""
"Advaith Hyundai","#A,, 16, Millers Rd, Vasanth Nagar, Bangalore, Karnataka 560052, Millers Road, Bengaluru, Karnataka - 560052","Bengaluru","Karnataka","560052","8022976187","","9845390084","","sales@advaithhyundai.com","",""
"Advaith Hyundai","No. Opp. Hotel Gateway, 32, Residency Rd, Shanthala Nagar, Ashok Nagar, Bangalore, Karnataka 560025, Residency Road, Bengaluru, Karnataka - 560025","Bengaluru","Karnataka","560025","8022976101","","9902099954","","sales@advaithhyundai.com","",""
"Advaith Hyundai","No. 58/1A, Avalahalli Village, Bidarahalli Hobli, Bangalore East, Avalahalli, Bengaluru, Karnataka - 560049","Bengaluru","Karnataka","560049","","","9620225724","","Sales.avalahalli@advaithhyundai.com","Sm.avalahalli@advaithhyundai.com",""
"Advaith Hyundai","The Pavilion, Ground Floor, ""B Wing"", Bannerughatta Main Road, JP Nagar, Bilekahalli, Bengaluru, Karnataka - 560049","Bengaluru","Karnataka","560049","","","9620627733","","Sales.bilekahalli@advaithhyundai.com","Bm.bilekahalli@advaithhyundai.com",""
"Blue Hyundai","No.: 104 A, AG's Layout, New BEL Road, New BEL Road, Bengaluru, Karnataka - 560054","Bengaluru","Karnataka","560054","","","8884499692","9513000800","branch_manager@bluehyundai.co","accounts1@bluehyundai.in",""
