"Dealer Name","Address","City","State","Pincode","Contact","Email"
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.","BUMHAMA, NATIONAL HIGHWAY -1,, NEAR FOOD CORPORATION OF INDIA GODOWN","Kupwara","Jammu","193222","9797790502",""
"K Y AUTO PRIVATE LIMITED","OPP. SOMANI TEXTILES, SRINAGAR ROAD,, PULWAMA,","Pulwama","Jammu","192123","9713994355","kyautoanantng@gmail.com"
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.","WARD NO 04, FALANI ROAD,, OPP. PHE DEPARTMENT,","Rajauri","Jammu","185132","9419167272",""
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.","SANGRAMA CHOWK,, SANGRAMA CHOWK,","Sadi Pora","Jammu","193202","",""
"K Y AUTO PRIVATE LIMITED","MUGHAL ROAD,  OPP.NEW GREEN LAND, HIGH SCHOOL, SHOPIAN,","Shupiyan","Jammu","192303","9697461728","kyautoanantnag@gmail.com"
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.","BARAMULLA ROAD,, PARIMPORA","Srinagar","Jammu","190017","0194- 2495628","fdmjk@yahoo.com"
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.","NATIONAL HIGHWAY (NH) 1A, SHIV NAGAR, CITY UDHAMPUR","Udhampur","Jammu","182101","",""
"JAMKASH TRUCKING PVT LTD","SAPWAL, NATIONAL HIGHWAY, SAMBAL TALUKA,, VIJAYPUR, JAMMU AND KASHMIR","Vijay Pur","Jammu","184120","9419191501","jamkashtrucking.gm@gmail.com"
"BUDHIA AGENCIES PVT LTD","NH-98, SATGAWAN,, HARIHARGANJ,","Ambajharana","Jharkhand","822101","9334834056","rahulbudhia@gmail.com"
"MITHILA MOTORS PRIVATE LIMITED","HNO 106  NEAR SCHOOL CHOWK,, BEHRAGORA","Baghrui","Jharkhand","832101","6299628139","sales@mithilamotors.com"
"J. M. A. STORES LTD.","G T ROAD,, OPP BHARAT PETROL PUMP,","Bagodar","Jharkhand","825322","9304826419","agmppm@jmastores.com"
"J. M. A. STORES LTD.","PLOT NO.15, E/3, BOKARO STEEL CITY, WESTERN AVENUE, NAYAMORE, BOKARO","Bokaro","Jharkhand","827001","09204058406 / 09204750314","ho@jmastores.com / scmhead@jmastores.com"
"ENAR INDUSTRIAL ENTP. LTD.","WESTERN AVENUE NAYA MORE,, BOKARO STEEL CITY","Bokaro","Jharkhand","827001","06542-247696 /242915","kamanirp@hotmail.com,enarbksc@rediffmail.com"
"MITHILA MOTORS PRIVATE LIMITED","HNO 121 RAGHUNATHPUR POST CHAIBASA, CHAIBASA","Chaibasa","Jharkhand","833201","9234110576","sales@mithilamotors.com"
"SHANKARACHARYA MTORS PVT LTD","NEW PLOT NO. 61,.62 AND 63 BY PART,, NEAR FOREST OFFICE, EUROPEAN QUARTERS,","Chaibasa","Jharkhand","833201","06582-2551100","info@shankaracharyamotors.com"
"MITHILA MOTORS PRIVATE LIMITED","PLOT NO 233, KHATA NO 31,WARD NO 8,, CKP MAIN ROAD,CHAKRADHARPUR,","Chakardharpur","Jharkhand","833102","9204058621",""
"J. M. A. STORES LTD.","DHANBAD PURULIA ROAD, OPP BANK OF INDIA,, NEAR CHAS GURUDWARA,","Chas","Jharkhand","827013","9204058346","backofgiridh@jmastores.com"
"MITHILA MOTORS PRIVATE LIMITED","PLOT NO.411, MAIN ROAD, CHOWKA","Chauka","Jharkhand","832404","9204058642","sales@mithilamotors.com"
"HIMATSINGKA AGENCIES PVT LTD-1002372","2, CIRCULAR ROAD,, NEAR SOREN PETROL PUMP,","Deoghar","Jharkhand","814112","","rahsssharma@yahooco.in"
"KRISHNA AUTOWHEELS PVT LTD","LAND UNDER MAUZA AMMGACHHI NO 701,P S MOHANPUR NO 719 AND 722,, DEOGARH DUMKA MAIN ROAD, AAMGACHHI,","Deoghar","Jharkhand","814157","94311132955","krishnaautowheels@gmail.com"
"J. M. A. STORES LTD.","MAIN ROAD, DHANSAR","Dhanbad","Jharkhand","828106","09204058406 / 09204750314","ho@jmastores.com / scmhead@jmastores.com"
"J. M. A. STORES LTD.","GOVINDPUR, DHANSAR, G T ROAD,, CITY - DHANBAD, DISTRICT - DHANBAD, STATE - JHARKHAND,","Dhanbad","Jharkhand","828109","9204058400","dineshparikh@jmastores.com;"
"GAJRAJ VAHAN PVT LTD","KHATA NO.89, PLOT NO.181, OPP RITIKA LINE HOTEL,, N.H.-33, MAUZA-HATMARA, ANCHAL MANDU, CITY-DIGWAR DIST RAMGARH","Digwar","Jharkhand","825326","9304381070","amitkejriwal@gajrajvahan.com"
"HIMATSINGKA AGENCIES PVT LTD-1002372","MAHARAO MORE, NEAR BHARAT PETROLEUM PETROL PUMP, DEOGHAR ROAD, DUMKA","Dumka","Jharkhand","814101","7781019800","rkdo@hapl.inet.in"
"KRISHNA AUTOWHEELS PVT LTD","PLOT NO. 201, GOSHALA ROAD,, INFRONT OF NATIONAL SCHOOL","Dumka","Jharkhand","814101","8051808317","krishnaautowheels@gmail.com"
"MITHILA MOTORS PRIVATE LIMITED","PLOT NO 37, KHATA NO 266,, SURVEY THANA NO 85, N.H.33,GHATSILA","Ghatshila","Jharkhand","832104","9234001925","dilooparikh@mithilamotors.com"
"ASHA COMMERCIAL VEHICLES","MAUJA - PARSOA, JAHAMBANDI NO. 85,, NEAR DAG NO.13, GODDA, N H 18","Godda","Jharkhand","814133","9955474180","ashacommercial.naman@gmail.com"
"MITHILA MOTORS PRIVATE LIMITED","BIRSA CHOWK,, NEAR SONALIKA SHOWROOM,","Gomiadih","Jharkhand","832109","9204058636","sales@mithilamotors.com"
"J. M. A. STORES LTD.","GOMIA KHATARA ROAD,, NEAR AXIS BANK","Gumia","Jharkhand","829111","8789819571","agmopm@jmastores.com"
"BUDHIA AGENCIES PVT LTD","AT-PUSHPUR KHIJRI, PO+PS-SIMEGA, DIST-SIMDEGA","Gumla","Jharkhand","835223","9334834046","budhiaagencies@rediffmail.com"
"BUDHIA AGENCIES PVT LTD","N H - 23, NEAR HP PETROL PUMP, PALKOT ROAD, GUMLA,","Gumla","Jharkhand","835207","9334834047","shivshankarjha11@gmail.com"
"ENAR INDUSTRIAL ENTP. LTD.","2707, KHATA NO.11,, N. H. 33, NR. H. P. PETROL PUMP","Hazaribag","Jharkhand","825410","","rajkishor_enar@rediffmail.com"
"J. M. A. STORES LTD.","15/16 PALIKA MARKET, NEAR GOVERNMENT BUS STAND","Hazaribag","Jharkhand","825301","09204058406 / 09204750314","ho@jmastores.com / scmhead@jmastores.com"
"GAJRAJ VAHAN PVT LTD","PLOT NO. 2448,THANA NO.160, NEAR VINOBHA BHAVE UNIVERSITY,N.H. 33,","Hazaribag","Jharkhand","825301","09431114390","amitkejriwal@gajrajvahan.com"
"MITHILA MOTORS PRIVATE LIMITED","VILLAGE - DEOGHAT,, MUKHIA DANGA, NH-33, PS.-MGM, JAMSHEDPUR","Jamshedpur","Jharkhand","831018","9204058643","dilooparikh@mithilamotors.com"
"MITHILA MOTORS PRIVATE LIMITED","H NO. 48, BARA GAMHARIA NAMO PARA, P.O.- GAMHARIA, BARA GAMHARIA","Jamshedpur","Jharkhand","831013","0657-2200018 /19","dilooparikh@mithilamotors.com"
"BUDHIA AGENCIES PVT LTD","PLOT NO. 75, PIPRA TOLI,, MAIN ROAD, DAHUGUTU,KHUNTI","Khunti","Jharkhand","835210","9431115665","budhiaagenceis@rediffmail.com"
"GAJRAJ VAHAN PVT LTD","BYPASS ROAD, NEAR GAYATRI MANDIR, INDERWA CHOWK,, JHUMRITALAYA, CITY - KODERMA, DISTRICT - KODARMA, JHARKHAND","Kodarma","Jharkhand","825409","9304381070","bhanujalan@gajrajvahan.com"
"KRISHNA AUTOWHEELS PVT LTD","S.R.D. ROAD,, NEAR SANIRAM PETROL PUMP","Madhupur","Jharkhand","815352","9931598563","krishnaautowheels@gmail.com"
"BUDHIA AGENCIES PVT LTD","TOWN NO 2 REDMA OLD INCOME TAX OFFI,ROAD RANCHI ROAD DIST PALAMU, NU","Medininagar (daltonganj)","Jharkhand","822101","9431788349","rahulbudhia@gmail.com"
"KRISHNA AUTOWHEELS PVT LTD","DUMKA MAIN ROAD, NEAR BABA DHABA","Pakuria","Jharkhand","816104","9934141233","krishnaqutowheels@gmail.com"
"BUDHIA AGENCIES PVT LTD","PALKOT ROAD,, NU","Palamu","Jharkhand","822114","9431785606","budhiaagencies@rediffmail.com"
"BUDHIA AGENCIES PVT LTD","MAIN ROAD STREET, NEAR BANK OF INDIA","Ranchi","Jharkhand","835102","",""
"BUDHIA AGENCIES PVT LTD","NEAR TIRUPATI DHABA, NH33 BOOTY RANCHI 835217, NU","Ranchi","Jharkhand","835217","0651- 2275103","budhiaagencies@rediffmail.com"
"BUDHIA AGENCIES PVT LTD","MAIN ROAD, NEAR SBI,, NU","Ranchi","Jharkhand","835204","9334618947","budhiaagencies@rediffmail.com"
"ENAR INDUSTRIAL ENTP. LTD.","S/O MD.UMAR","Ranchi","Jharkhand","834001","943118044","rajen.kamani@enar.in"
"HIMATSINGKA AGENCIES PVT LTD-1002372","MAIN ROAD,, IN FRONT OF JHARKHAND ELECTRICITY BOARD, ,","Sahibganj","Jharkhand","816109","","rahsssharma@yahooco.in"
"PRERANA MOTORS REGIO","#70/1, GANGARAM SINGH COMPLEX,, HARJHARA BYPASS ROAD, AVARAGERE VILLAGE, DAVANGERE,","Achuthapura","Karnataka","577002","9845488274/080-22211489","jyanthpai@preranamotors.com"
"ARVIND MOTORS PVT. LTD.","D CROSS, MAIN RAOD,, NEAR FEDERAL BANK,, BANGALORE RURAL","Adde Vishwanathapura","Karnataka","561203","",""
"PRERANA MOTORS (P) LTD.","PLOT NO. #22/1-4, BIRATENA AGRAHARA, HOSUR MAIN ROAD,, NEXT TO BMW SHOWROOM","Agara","Karnataka","560068","080-29763422","girishbvd@tata.preranamotors.com"
"HIREGOUDAR AUTOMOBILES PVT LTD-1007600","368/2B (SURVEY NO.) SIDDDESHWAR NAGAR,, OPP.KARAJAGI FARM, P B ROAD","Aladakatti","Karnataka","581115","7022987139","hapl2018.rnr@gmail.com"
"PRERANA MOTORS (P) LTD.","GAVIGOWDA COMPLEX, OPP. POST OFFICE, MYSORE, HASSAN - 571426","Anagalli","Karnataka","571426","",""
"VENKUN AUTO","PLOT NO. 193,194, STATE HIGHWAY-35,SARJAPUR ATTIBELE ROAD, S. MEDAHALLI","Anekal","Karnataka","562107","9342858230","sampath@venkunmotors.com"
"MANICKBAG AUTOMOBILES PVT LTD-1002961","271, KARWAR ROAD, ANKOLA","Ankola","Karnataka","581314","0836-23724869","sarang@manickbag.com"
"MANICKBAG AUTOMOBILES PVT. LTD","PLOT NO. 792A/2, BIJAPUR ROAD,, NEAR NANDGAON PETROL PUMP,","Athni","Karnataka","591304","9900137725","manickbagatm@yahoo.co.in"
"S. C. MOTORS","NEAR NANDAGOAN PETROL PUMP, BIJAPUR ROAD","Athni","Karnataka","591304","",""
"MANICKBAG AUTOMOBILES PVT. LTD","KANNUR BUILDING, NH - 50,, NEAR HERO SHOWROOM, LIKAL, HUNGUND, BAGALKOT","Bagalkot","Karnataka","587125","8861406762","manickbagatm@yahoo.co.in"
"MANICKBAG AUTOMOBILES PVT. LTD","SHOP NO 18-20, BVVS COMPLEX, VIDYAGIRI,, NR. B.E. HOSTEL NETAJI BLOCK,","Bagalkot","Karnataka","587102","8008570676","mainckbagatm@yahoo.co.in"
"S. C. MOTORS","JAKKANNAVAR BUILDING, BELGAUM ROAD, OPP:  CHANNAMMA KITTUR CO-OP SOCIETY","Bailhongal","Karnataka","591102","8884294715",""
"MANICKBAG AUTOMOBILES PVT LTD-1006570","PLOT NO. 32, SURVEY NO. 123,, INDUSTRIAL AREA, TIPRANTH HOBLI","Basavakalyan","Karnataka","585327","7259973999","ketan@manickbag.com"
"MANICKBAG AUTOMOBILES PVT. LTD","GOUDAR COMPLEX,, BESIDE S4 HOSPITAL SHIVAJI CIRCLE GOKAK","Belgaum","Karnataka","591307","",""
"S. C. MOTORS","NEW GANDHI NAGAR, P B ROAD,, NU","Belgaum","Karnataka","590016","0831-2455191","pintoscm@yahoo.co.in"
"MANICKBAG AUTOMOBILES PVT. LTD","SURVEY NO.47/1,2, 3, SUVARNA SOUDA,, AT KONDUSKOPA CROSS, BASTWAD VILLAGE","Belgaum","Karnataka","590008","9482117777","a.mirji@manickbagbelgaum.com"
"MANICKBAG AUTOMOBILES PVT. LTD","CTS NO 175/1, APMC ROAD,, FRONT OF SWARAJ TRACTOR SHOWROOM, SAUNDATTI","Belgaum","Karnataka","591126","9900026462-0831-2489360","manickbgatm@yahoo.co.in"
"MANICKBAG AUTOMOBILES PVT. LTD","R.S.NO.49/4, TURNUR BELGAUM RD,, NR. PRAGATI SCHOOL,","Belgaum","Karnataka","591123","9845020125/08312489360","manickbagatm@yahoo.co.in"
"CAMION AUTOMOBILES PVT LTD","D NO. 124/A. CORP WARD NO. 5,, T S NO. 643/441, BLOCK NO. 5, NEAR APMC YARD,,BENGALURU ROAD,","Bellary","Karnataka","583101","9019888954","mdabrarahmed1992@gmail.com"
"PRERANA MOTORS (P) LTD.","SHIVA GARDEN, SRIRAM TOWERS,,, OLD MADRAS ROAD, NEAR CHURCH, HOSKOTE","Bengaluru","Karnataka","562114","9900060167","hoskotecvsales@tata.preranamtoors.com"
"ARVIND MOTORS PVT. LTD.","OLD NO 43, NEW NO 114, 5TH MAIN ROAD,, NEW GURAPPANA PLAYA, BANNERGHATTA ROAD,","Bengaluru","Karnataka","560029","9845822689","amplrc02@gmail.com"
"PRERANA MOTORS (P) LTD.","#26/1, B2 12AM, JAYARAM DAS BUS STOP,, MYSORE ROAD, NEXT VECTA MOTORS,","Bengaluru","Karnataka","560059","080-28605762/9900083715",""
"PRERANA MOTORS (P) LTD.","113/B, INDUSTRIAL SUBURB, IIND  PHASE,, TUMKUR ROAD, PEENYA EXTENSION, CITY &  DISTRICT -BANGALORE","Bengaluru","Karnataka","560022","9740013642","jayramkib@tata.preranamotors.com"
"ARVIND MOTORS PVT. LTD.","NO 78/1, B & C, BANGALORE-MYSORE HIGHWAY,, PUNEETH RAJKUMAR FARM, SHESHAGIRIHALLI, BIDADI HOBLI, RAMANAGARAM","Bengaluru","Karnataka","560109","9945660332",""
"PRERANA MOTORS (P) LTD.","PLOT NO #11/1A1A1D, NEAR EXIDE SHOWROOM, NH - 4, TUMKUR ROAD,, BESIDE AVIGNA LOKESH HOTELS PVT LTD,","Bengaluru","Karnataka","562123","9900038673",""
"PRERANA MOTORS (P) LTD.","BB ROAD , OLD MADARS ROAD,, TALUK SOCIETY BUILDING, DEVANAHALLY","Bengaluru","Karnataka","562110","",""
"ARVIND MOTORS PVT. LTD.","PLOT NO. # 2091  80 FEET RING ROAD,, OPP VIJAYA BANK, KENGIRI SATELLITE TOWN,","Bengaluru","Karnataka","560060","",""
"ARVIND MOTORS PVT. LTD.","CAUVERY SENATE, GROUND FLOOR,NO 10/1-1, RAGHAVENDRA EXTENSION,, NEAR YESHWANTHPUR METRO STATION,","Bengaluru","Karnataka","560022","08040060687","arvind.richmond@gmail.com"
"PRERANA MOTORS (P) LTD.","1405, NH04, SHIVANAPURA MAIN ROAD, NEXT TO SHIVA DHABA, NEXT TO SBI, BANGADABASPET POST , SOMPURA HOBLI,","Bengaluru","Karnataka","562111","",""
"ARVIND MOTORS PVT. LTD.","NO 4, L M S COMPLEX, OLD MADRAS ROAD, NEXT TO FEDERAL BANK","Bengaluru","Karnataka","560036","",""
"PRERANA MOTORS (P) LTD.","NO.117, OUTER RING ROAD,KARIYANNA LAYOUT,, HEBBAL, BANGALORE CITY,","Bengaluru","Karnataka","560024","",""
"ARVIND MOTORS PVT. LTD.","1ST FLOOR, NO.559, THANISANDRA MAIN ROAD,, HEGDE NAGAR, DR. RASHTROTHANA VIDYA KENDRA,","Bengaluru","Karnataka","560077","9632223053","syedmateen_7286@yahoo.co.in"
"ARVIND MOTORS PVT. LTD.","# 47/1, KACHOHALLI, CHIKKGOLLARAHATTI,, MAGADI MAIN ROAD,NEAR EMBASSY SCHOOL,","Bengaluru","Karnataka","560091","9900581577",""
"PRERANA MOTORS (P) LTD.","50, KAMAKSHIPALYA, MAGADI MAIN ROAD,, OPP INDIAN OIL PETROL PUMP,, NEAR POOJA KALYANA MANTARA,","Bengaluru","Karnataka","560079","9686195219","manjunath.a@cvbu.preranamotors.com"
"ARVIND MOTORS PVT. LTD.","# 19, SHIVASHANKAR PLAZA, RICHMOND CIRCLE,LALBAGH ROAD","Bengaluru","Karnataka","560058","9845039902","aar@arvindmotors.com"
"ARVIND MOTORS PVT. LTD.","NO 21, LALBAGH FORT ROAD,, MINERVA CIRCLE, NEAR NANDINI HOTEL","Bengaluru","Karnataka","560004","",""
"PRERANA MOTORS (P) LTD.","# 132/15, VEENI COURT,, LALBAGH ROAD","Bengaluru","Karnataka","560027","080 40011111","shamprasad@preranamotors.com"
"PRERANA MOTORS (P) LTD.","46/3-8, KHUDDUS BUILDING, TUMKUR ROAD,, OPP RAILWAYS STATION,","Bengaluru","Karnataka","560022","9740013642","scv@cvd.preranamotors.com"
"ARVIND MOTORS PVT. LTD.","VARTHUR MAIN ROAD,, NEAR EENU KESHAVARA TEMPLE,BANGALORE ROAD,","Bengaluru","Karnataka","560087","",""
"PRERANA MOTORS (P) LTD.","NO 7, BANGALORE PRESS LAYOUT, ULLAL MAIN ROAD,, NR. NIRMAN PUBLIC SCHOOL,","Bengaluru","Karnataka","560103","9880933963","scv@cvd.preranamotors.com"
"PRERANA MOTORS (P) LTD.","NO.117, OUTER RING ROAD, KARIYANNA LAYOUT,  CITY - HEBBAL, DIST- BANGALORE,","Bengaluru Rural","Karnataka","560099","080-23538537","2ndinings@cvd.preranamotors.com"
"ARVIND MOTORS PVT. LTD.","#60, KACHARAKANHALLI, 80 FEET ROAD,, NEAR LINJGRAJAPURAM, HBR LAYOUT, 2ND BLOCK,","Bettahalasur","Karnataka","560043","080-25435777,25436777",""
"MANICKBAG AUTOMOBILES PVT LTD-1006570","GIRI COMPLEX, HYDERABAD ROAD,, BAGAVESHWAR CIRCLE,","Bidar","Karnataka","585401","",""
"BIJJARGI MOTORS PVT LTD-1003010","SURVEY NO.133/B/2, INDI ROAD CROSS,, NH - 13, BYE PASS, CITY - VIJAYAPUR","Bijapur","Karnataka","586104","",""
"MANICKBAG AUTOMOBILES PVT. LTD","SOLAPUR ROAD,, NEAR NCC OFFICE, BIJAPUR","Bijapur","Karnataka","586103","9845510475","manickautojpg25@rediffmail.com"
"PRERANA MOTORS REGIO","OM SHIVA COMPLEX, BELLARY ROAD,, NEAR CHALLAKERAMA TEMPLE, CHALLAKERE","Challakere","Karnataka","577523","91481520312","saleschitradurga@preranamotorsregio.com"
"PRERANA MOTORS (P) LTD.","6 & 7, JAMIY MASEED COMPLEX,,, ABDUL NAZWWER SAB RAOD","Chamarajnagar","Karnataka","571111","",""
"PRERANA MOTORS (P) LTD.","SRINIVAS KALYAN MANDIR COMPLEX, HOSUR ROAD,, CHANDAPUR CIRCLE, CITY - CHANDAPURA, DIST - HAVERI,","Chandapur","Karnataka","581104","",""
"PRERANA MOTORS (P) LTD.","NO. 4, KIADB INDUSTRIAL AREAS,  OPP R.T.O. OFFICE,, N.H.7, B.B. ROAD, CHIKBALLAPUR","Chickballapur","Karnataka","","8156250150","cbpursales@cvd.preranamotors.com"
"ARVIND MOTORS PVT LTD-1001600","MALLANDUR ROAD., VIJAYPUR EXT,","Chikmagalur","Karnataka","577101","9845400652","chikmagalur@arvindmotors.com"
"ARVIND MOTORS PVT LTD-1001600","P.R.N. COMPLEX, NEAR BHUVANA RESTAURANT, ,B.H. ROAD, TARIKERE, CHIKMAGALUR,","Chikmagalur","Karnataka","577228","9945201235","arvind_kadur@yahoo.co.in"
"S. C. MOTORS","R S NO 409, HIREKUDI,, B K COLLEGE ROAD,CHIKODI","Chikoddi","Karnataka","591201","9845979150","pintoscm@yahoo.co.in/scmsales445@gmail.com"
"PRERANA MOTORS REGIO","NH4, ADJACENT TO VALI PETROL PUMP, NEAR INDUSTRIAL AREA, HIRIYUR ROAD,","Chitradurga","Karnataka","577501","9902744554","satishbanad@cv.preranamotors.com"
"PRERANA MOTORS REGIO","SITE NO 14, SIDDESHWHWARA EXTENSION, OLD COURT BUILDING,, CITY - HOSADURGA, DISTRICT - CHITRADURGA","Chitradurga (rural)","Karnataka","573124","9606480832","saleschitradurga@preranamotorsregion.com"
"MANICKBAG AUTOMOBILES PVT LTD-1002961","BILIANGADI COMPLEX,,, VIDYANAGAR, DHARWAD ROAD,","Devargudihal","Karnataka","580031","9845172525","sarang@manickbag.com"
"MANICKBAG AUTOMOBILES PVT LTD-1002961","3612 & 3613, G-1, G-2, BILE ANGADI BUILDING,VIDYANAGAR (DARWAD RD, P C JABIN SCIENCE COLLEGE, HUBALLI, DIST DHARWAD","Dharwad","Karnataka","580031","0836-2373783","sarang@manickbag.com"
"MANICKBAG AUTOMOBILES PVT. LTD","R.S. NO.-155B ARBAN PLOT NO 3&4, HUBLI SHOLAPUR ROAD,, NEXT TO MINI VIDHAN SOUDHA AT NARAGUND ENTRANCE FROM HUBLI,","Dharwad","Karnataka","582207","9738592746/8377244254","salescvdh@manickbag.com"
"MANICKBAG AUTOMOBILES PVT LTD-1002961","LAXMICHAND COMPLEX,, HUBLI ROAD,NEAR D C OFFICE CIRCLE,","Gadag","Karnataka","582102","",""
"SLPT MOTORS PVT LTD","CTS NO 47, PLOT NO.1, SHOP NO.1,  GROUND FLOOR,, SHOP NO.2,  1ST FLOOR, MUNDARAGI ROAD,","Gadag","Karnataka","582103","94448567658","shreelaxmiprakashtatamotors@gmail.com"
"MANICKBAG AUTOMOBILES PVT LTD-1002961","MEGHARAJ COMPLEX, KUSTIGI ROAD,, OPP PETROL PUMP,","Gajendragarh","Karnataka","582115","",""
"JANATHA AUTOMOBILES PRIVATE LIMITED","PLOT NO - 29/14, SURVEY NO : 83/BP/1, SINDANOOR ROAD, MARALI VILLAGE","Gangawati","Karnataka","583268","",""
"S. C. MOTORS","APMC COMPLEX, APMC ROAD, GOKAK","Gokak","Karnataka","591307","7760981218","scmsales445@gmail.com"
"SRI NISTY PVT LTD","8-1305/126/1/A, NEAR KMF MILK DAIRY, KAPNOOR,, HUMNABAD ROAD,","Gulbarga","Karnataka","585104","08472-220282","MD@SRINISTYAUTO.IN"
"MANICKBAG AUTOMOBILES PVT LTD-1006570","PLOT NO 19, C 1ST STAGE INDUSTRIAL AREA,, HUMNABAD ROAD, KAPNOOR, CITY AND DIST KALABURAGI","Gulbarga","Karnataka","585101","7259973999","ketan@manickbag.com"
"MANICKBAG AUTOMOBILES PVT. LTD","DDR COMPLEX, NEAR RING ROAD CIRCLE, HUMNABAD ROAD","Gulbarga","Karnataka","585104","9243263525","sarang@manickbag.com"
"ARVIND MOTORS PVT LTD-1001600","B H ROAD, OPP K. E. B.","Hassan","Karnataka","573103","",""
"ARVIND MOTORS PVT LTD-1001600","NEAR DEVRAYAPATTANA RAILWY OVER BRIDGE,  B.M.ROAD, HASSAN","Hassan","Karnataka","573201","08172 256279","hassan@arvindmotors.com"
"HIREGOUDAR AUTOMOBILES PVT LTD-1007600","OPP INDUSTRIAL ESTATE, HARI LAKHIMPUR,, P B ROAD, HAVERI","Haveri","Karnataka","581109","8375233893","hiregoudar.automobiles201@gmail.com"
"MANICKBAG AUTOMOBILES PVT. LTD","BAPUGOUDAR COMPLEX, P B ROAD, OPP. CORPORATION BANK, BESIDE TDB OFFICE,","Haveri","Karnataka","581104","",""
"PRERANA MOTORS (P) LTD.","# 9, HEROHALLI, MAGADI MAIN ROAD,, NEAR JANAPRIYA COMPLEX, BANGALORE NORTH,","Herohalli","Karnataka","561202","9900050720","manjunath.a@cvbupreranamotors.com"
"PRERANA MOTORS (P) LTD.","SHOP NO.1&2, NO.821,, HUNSUR MAIN ROAD,","Hinkal","Karnataka","570017","0821-2302184","acemysore@cvd.preranamotors.com"
"PRERANA MOTORS REGIO","PCA AND RD BANK, SAVALANGA ROAD, OPP LIC OFFICE,, HONNALI CITY, DISITRICT DAVANGERE","Honnali","Karnataka","","+9148150281","salesdavangere@preranamotorsregion.com"
"ARVIND MOTORS PVT. LTD.","18, YELCHINAYAKANAPURA VILLAGE,, CHINTANAMANI ROAD, BEHIND NANDI GRAND HOTEL","Hosakote","Karnataka","562162","7338453889","ravikumarampl@gmail.com"
"CAMION AUTOMOBILES PVT LTD","DAM ROADS, NEAR APMC, BHAGATH SINGH NAGAR","Hospet","Karnataka","583201","9606095180","ashokkumar@manditata.com"
"DESAI AUTOMOTIVES PVT LTD","BLOCK NO 1/A, PLOT NO 2, HUBLI DHARWAD ROAD,, BHANDEWARKOPPA,","Hubballi-dharwad","Karnataka","580025","9880595789","desaiautomotives@gmail.com"
"MANICKBAG AUTOMOBILES PVT LTD-1002961","KUNDGOL CROSS, ADORGUNCHI, HUBLI","Hubli","Karnataka","580031","0836-2374069","sarang@manickbag.com"
"M/S. BELLAD ENGINEERS P. LTD.","BELLAD CHAMBER III , UNKAL CROSS,, VIDYANAGAR","Hubli","Karnataka","580020","0836-6564822","engineers@belladlimited.com"
"PRERANA MOTORS (P) LTD.","L  1,2,3, INDUSTRIAL EXTENSION, NEAR MILK DAIRY, NEW B M BY PASS ROAD","Hunsur","Karnataka","571105","9686860221","hunsurwm@mysorecvd.preranamotors.com"
"PRERANA MOTORS (P) LTD.","JIGANI, ANEKAL, BENGALURU","Jigani","Karnataka","562107","",""
"ARVIND MOTORS PVT LTD-1001600","OPP, APMC YARD, N.H.206, KADUR","Kadur","Karnataka","577550","",""
"ARVIND MOTORS PVT LTD-1001600","ANCHI KATTE, NEAR SANMAN TALKIES,, KARKALA","Karkal","Karnataka","574104","9972062015","bm.udupi@arvindmotors.com"
"PRERANA MOTORS (P) LTD.","OLD NO.3176/3099, NEW NO.5357/4655,, M C ROAD, NR. AMBEDKAR CIRCLE,MULBAGAL,","Kolar","Karnataka","563131","9900265832","207@cvd.preranamotors.com"
"PRERANA MOTORS (P) LTD.","JSS INSTIGUTIRIONAL NEX COMPLEX,, KOLAR ROAD, NEXT TO STATE BANK OF INDIA, MALUR","Kolar","Karnataka","563130","",""
"PRERANA MOTORS (P) LTD.","PLOT NO. 4615/5, M G ROAD, SIDLAGHATTA ROAD,, NEAR PUMP HOUSE CHINTAMANI","Kolar","Karnataka","563125","",""
"ARVIND MOTORS PVT LTD-1001600","SHANKAR COMPLEX, BALGADI ROAD, NR. DEVE GOWDA CIRCLE,KOPPA,","Koppa","Karnataka","577126","","arvind_chikmagalur@yahoo.co.in"
"ARVIND MOTORS PVT LTD-1001600","SHRI MAGAGANAPATHI COMPLEX, GANDHINAGAR,   N.H. 66,","Kumta","Karnataka","581343","",""
"ARVIND MOTORS PVT LTD-1001600","N.H.66,VODERHOBLI,, .","Kundapur","Karnataka","576201","08254 231719","kundapur@arvindmotors.com"
"PRERANA MOTORS REGIO","C/O M N VENKATESH MURTHY,, B M ROAD, BESIDE MRF TYRE SHOWROOM","Kunigal","Karnataka","572130","9148150347","salestumkur@preranamotorsregio.com"
"PRERANA MOTORS (P) LTD.","NO:653/3, OPPOSITE L.I.C. OFFICE BUILDING ,, B M ROAD","Maddur","Karnataka","571428","",""
"ARVIND MOTORS PVT LTD-1001600","P. B. NO 47, RACE COURSE ROAD, NU","Madikeri","Karnataka","571201","08272 228171","madikeri@arvindmotors.com"
"ARVIND MOTORS PVT LTD-1001600","SURVEY NO.40/1E 2 A,, PUTTUR MANGALORE MAIN ROAD,BOLWAR, NEAR MAYURA THEATRE,","Mangalore","Karnataka","574201","",""
