"Dealer Name","Address","City","State","Pincode","Contact","Email"
"TELMOS AUTOMOBILES (P) LIMITED","JIND CHUNGI, GT ROAD","Hansi","Haryana","125033","9996603132","shankar04188@gmail.com"
"TELMOS AUTOMOBILES (P) LIMITED","OPP.  VIDYUT NAGAR, DELHI ROAD","Hisar","Haryana","125005","9896420990 / 9896420993","telmos@rediffmail.com"
"RAJ MOTORS","BANK ROAD, ADJACENT TO OBC BANK","Jhajjar","Haryana","124103","9728091200","raj.motors465@gmail.com"
"MAHADEV MOTORS-3008820","ROHTAK ROAD, NEAR ROHTAK BY-PASS CHOWK","Jind","Haryana","126102","8607777029","jind.mahadevmotors@gmail.com"
"METRO MOTORS PVT. LTD.-3009655","112/60 MILESTONE, NEAR ARPANA HOSPITAL, G. T ROAD, VILLAGE KUTAIL","Karnal","Haryana","132037","9812412507","smtataknl@metromotors.co.in"
"RP JHUNTHRA AUTOWHEELS PVT. LTD.","OPP. HDFC BANK, CHAUTALA ROAD","Mandi Dabwali","Haryana","125104","8222900326","rpjtata.dabwali@rpjgroup.com"
"PREMIUM MOTOCORP INDIA PVT LTD","DELHI NARNAUL ROAD, OPPOSITE PUNJAB & SIND BANK","Narnaul","Haryana","123001","8059894444","gm.tatarewari@gmail.com"
"MAHADEV MOTORS-3008820","KAITHAL HISSAR ROAD, HARI NAGAR","Narwana","Haryana","126116","9467927227","gm.tatabhiwani@gmail.com"
"MULTITECH MOTORS LLP-3007570","SN TOWER, 62 MILESTONE, RAM NAGAR, GT ROAD","Palwal","Haryana","121102","9811139039","gmsales@multitechmotors.com"
"PANCHKULA ROLLER FLOUR MILLS LTD.","PLOT NO.79, INDUSTRIAL AREA PHASE 1","Panchkula","Haryana","","8558894701-2-3-4 / 0172 - 2560618 / 891","prfml79ph1@gmail.com"
"AARYAMAN AUTOMOBILES","PLOT NO 64, HUDA INDUSTRIAL AREA, PHASE 1","Panipat","Haryana","132103","0180 2666222","puneetexports@yahoo.com"
"PREMIUM MOTOCORP INDIA PVT LTD","PLOT NO. 7685/15, DELHI ROAD, OPPOSITE RAO TULA RAM STADIUM","Rewari","Haryana","123401","8221849000","premiummotocorp@gmail.com"
"RAJ MOTORS","RAJ COMPLEX, OPP LIBERTY THEATRE, DELHI ROAD","Rohtak","Haryana","124001","9728091200 / 9728091203","raj_motors@rediffmail.com"
"RAMA AUTO CARS","OPP POWER HOUSE, NEAR SUKHPURA CHOWK, NORTHERN BYEPASS","Rohtak","Haryana","124001","9991400009","ramaautocars@gmail.com"
"RP JHUNTHRA AUTOWHEELS PVT. LTD.","NEAR MINAXI PETROL PUMP, BAJEKAN CHOWK, NH-9, HISAR ROAD","Sirsa","Haryana","125055","01666 - 250300, 250301 / 8222900302","gm.tatasrs@rpjgroup.com;service.tatasrs@rpjgroup.com"
"SWAN MOTORS PVT. LTD.","NEAR RAILWAY OVERBRIDGE, ROHTAK ROAD","Sonipat","Haryana","131001","9215317773","ashish7007@gmail.com;sales@swanmotors.com"
"METRO MOTORS - 3001710","NR. BHAI KANHAIYA SAHEB CHOWK","Yamunanagar","Haryana","135001","9254302000/9996026102","managerynr@metromotors.co.in;salesynr@metromotors.co.in"
"J P MOTORS","VILL MANPURA, BADDI NALAGARH HIGHWAY","Baddi","Himachal Pradesh","174101","1792-228396","mdjpmotors@gmail.com"
"J K R MOTORS PVT LTD","JWALAJI ROAD, NH 20A","Dehra Arla","Himachal Pradesh","176215","9805508423","jkrmotors@gmail.com"
"J K R MOTORS PVT LTD","VILLAGE JACHH, NEAR HOTEL HEIGHTS, PATHANKOT ROAD","Jasor","Himachal Pradesh","176201","9805440006","crosales@Jkrmotors.com"
"J K R MOTORS PVT LTD","VPO - GHURKARI","Kangra","Himachal Pradesh","176001","01892 - 209744 / 9318549094","jkrmotors@gmail.com"
"J K R MOTORS PVT LTD","NEAR NIRDOSH CHILDREN HOSPITAL, BAIJNATH ROAD","Palampur","Himachal Pradesh","176061","8894702703","dir.tushar@jkrmotors.com"
"J P MOTORS","VILL- DAKHOLAR, PO- SHINGLA, TEHSIL- RAMPUR","Rampur","Himachal Pradesh","171001","01792 - 228396","mandeepsingla@yahoo.com"
"J P MOTORS","BAROG BYEPASS, VILLAGE ANJI","Solan","Himachal Pradesh","173211","01792 - 228396 / 9805092306","jp_motors@rediffmail.com"
"APEX MOTORS-3005630","KHUSHAAL PORA, DELINA, SANGRAAMA","Baramulla","Jammu","193101","01952 - 235806","apexbuilders_group@yahoo.com"
"SMAM AUTOMART PRIVATE LIMITED","NH 1 A, BYE PASS ROAD NARWAL, OPPOSITE HOTEL RADDISON","Jammu","Jammu","180004","9484088888","accounts@amtata.net"
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.-3002901","KUNJWANI BYE PASS ROAD","Jammu","Jammu","180001","0191 - 2480075 - 76 / 9086480040-41-45","rohitgandotra76@yahoo.com"
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.-3002901","WARD NO-4, OPP. PHE OFFICE","Rajauri","Jammu","185131","91 2480075-76","dgmpcdjammu@fairdealmotorsjk.com"
"FAIRDEAL MOTORS & WORKSHOP PVT LTD-3002900","SRINAGAR-BARAMULA BYE PASS ROAD, PARIMPORA","Srinagar","Jammu","190017","9906627649 / 9622067771","gn.baba@fairdealmotorsjk.com"
"BULLA MOTORS PVT. LTD.","NH 1, BYEPASS, HYDERPORA","Srinagar","Jammu","190014","9419052747","saleskashmir@amtata.net"
"FAIRDEAL MOTORS & WORKSHOP PVT. LTD.-3002901","NH 1A, NEAR DOLPHIN HOTEL, SHIV NAGAR","Udhampur","Jammu","182101","9906069026","ceo-jammu@fairdealmotorsjk.com"
"KRAFT AUTO PVT LTD","PLOT NO. - A/18, CITY CENTRE, SECTOR IV, BOKARO STEEL CITY","Bokaro","Jharkhand","827004","6542 - 231914 / 231927","kraft.auto@gmail.com"
"ASL MOTORS PVT LTD","LIC BUILDING, BARA BAZAR","Chaibasa","Jharkhand","833201","9234620775","salesgm@aslmotors.in"
"JAIMAA SHARDA AUTOMOBILES","DC OFFICE ROAD, NEAR COLLECTORATE BUILDING","Chatra","Jharkhand","825401","8789555313","jmstatamotors@gmail.com"
"SS MOTOGEN PVT. LTD.","AAMGACHI, DUMKA ROAD","Deoghar","Jharkhand","814112","7633998686","ssmotogen@gmail.com;service.ssmotogen@gmail.com"
"SS MOTOGEN PVT. LTD.","NH-2, KASHITAND, BARWADDA, NAG NAGAR","Dhanbad","Jharkhand","826004","7633998699 / 7633998696","ssmotogen@gmail.com"
"TIWARI AUTOMOBILES PVT LTD","LAKHIKUNDI, NU","Dumka","Jharkhand","814101","9304705458","drtiwari.j@gmail.com"
"SS MOTOGEN PVT. LTD.","CENTRAL TOWER, NEAR MARUTI SHOWROOM, BORO, POST - PACHAMBA","Giridih","Jharkhand","815316","7633998585 / 9431597806","ssmtogen@gmail.com"
"TIWARI AUTOMOBILES PVT LTD","PLOT NO 176, NEAR ELECTRICITY OFFICE, ASANBANI","Godda","Jharkhand","814133","9771446493","digvijaytapl@gmail.com"
"BASUDEB AUTO LIMITED","CHAMPA NAGAR, SISAI, GUMLA ROAD","Gumla","Jharkhand","835207","7209045129","sm@basudebgroup.com"
"BASUDEB AUTO LTD","ZULU PARK ROAD, NEAR SBI MAIN BRANCH","Hazaribagh","Jharkhand","825301","06546 - 272178","kataruka@vitalmail.com"
"ASL MOTORS PVT LTD","PLOT NO 395 & 396, MOUZA PARDIH, MANGO, NEAR MOTOR WORLD","Jamshedpur","Jharkhand","831012","9204855415","mango@aslomotors.in"
"ASL MOTORS PVT LTD","A-7, 2ND PHASE, ADITYAPUR INDUSTRIAL AREA","Jamshedpur","Jharkhand","832109","0657-669999","admin@aslmotors.in"
"TIWARI AUTOMOBILES PVT LTD","JAMTARA BUS STAND","Jamtara","Jharkhand","815351","9955259588","deepakroy.kumar0@gmail.com"
"SS MOTOGEN PVT. LTD.","LAKHIBAGI, NEAR SHIV MANDIR CHECHAI","Kodarma","Jharkhand","825409","7633998685","ssmotogen@gmail.com"
"JAIMAA SHARDA AUTOMOBILES","NH 39, NEAR USHA HONDA, KARKAT","Latehar","Jharkhand","829207","8789555313","jmstatamotors@gmail.com"
"JAIMAA SHARDA AUTOMOBILES","RANCHI ROAD, REDMA","Medininagar (daltonganj)","Jharkhand","822101","8789555313","jmstatamotors@gmail.com"
"TIWARI AUTOMOBILES PVT LTD","SHARKOL, HIRANPUR ROAD","Pakur","Jharkhand","","9771446503","bhaskartapl@gmail.com"
"BASUDEB AUTO LIMITED","YASH HEIGHT BUILDING, OPP. AAROGYA BHAWAN, BARIYATU","Ranchi","Jharkhand","834009","9234670413","arvind@basudebgroup.com"
"TIWARI AUTOMOBILES PVT LTD","IN FRONT OF SAHIBGANJ COLLEGE, COLLEGE ROAD","Sahibganj","Jharkhand","816101","7763806533","sahibganj.tapldumka@gmail.com"
"BIJJARGI MOTORS-3003010","ILKAL(POST)","Achanur","Karnataka","587125","","ilkal.sales@bijjargimotors.com"
"MANICKBAG AUTOMOBILES PVT LTD-3002955","691, BEMCIEL INDUSTRIAL ESTATE, NH4 A, NEXT TO BEMCO KHANAPUR ROAD, UDYAMBAG BELGAUM","Belgaum","Karnataka","590008","0831 - 4219999 / 4219903","mailmeshirishmg@rediffmail.com"
"BELLAD ENTERPRISES PVT LTD","NEAR BELLARY STEEL ROLLING MILL, ANANTPUR ROAD","Bellary","Karnataka","583101","8392261234","umeshwadkar@belladandcompany.com"
"PRERANA MOTORS (P) LTD-3002450","KANTHA COURT, #132, LALBAGH ROAD","Bengaluru","Karnataka","560027","080 - 41135105, 41270300","premshenoy@preranamotors.com"
"ADISHAKTI CARS PVT LTD-3007720","#56, OPPOSITE LUMBINI GARDENS, VEERANNA PALYA RING ROAD, VEERANNA PALYA, ARABIC COLLEGE POST","Bengaluru","Karnataka","560045","080-43250000","venkatesh@adishakticars.com"
"KHT MOTORS","SH SHREYA, NO.5, INTERMEDIATE RING ROAD, AMAR JYOTI LAYOUT, DOMLUR","Bengaluru","Karnataka","560071","9035001188","branchhead@khtmotors.com"
"KEY MOTOR VENTURES PRIVATE LIMITED","NO. 71/1A & 71/7, JARAGANAHALLI VILLAGE, OPP TEMPLE APARTMENT, KANAKAPURA MAIN ROAD","Bengaluru","Karnataka","560078","9606059002 / 9606059011 / 9513904243","cmd@keymotors.in"
"PRERANA MOTORS (P) LTD-3002450","SRI KRISHNA AKSHAYA, 9, 27TH MAIN, BTM LAYOUT, PHASE I, RING ROAD","Bengaluru","Karnataka","560068","9731309701","btmsales@preranamotors.com"
"PRERANA MOTORS (P) LTD-3002450","PEENYA INDUSTRIAL AREA, NEAR NTTF, 2ND STAGE","Bengaluru","Karnataka","560058","9108552577","sudeepshetty@pcd.preranamotors.com"
"PRERANA MOTORS (P) LTD-3002450","NO.46, 10TH CROSS, WEST OF CHORD ROAD, 2ND STAGE, NEAR NAVARANG UNDER PASS,  RAJAJINAGAR","Bengaluru","Karnataka","560079","9845488215","chrd@prerana motors.com"
"KHT MOTORS","NO. 736 VIJAYALAKSHMI SQUARE, KUNDALAHALLI MAIN ROAD","Bengaluru","Karnataka","560066","080 - 42594444/ 28476611 / 28475566","branchhead@khtmotors.com"
"KROPEX AUTO PVT LTD","NO 49/1, HOSUR MAIN ROAD, SINGASANDRA, BANGALORE URBAN","Bengaluru","Karnataka","560068","9663388822","crm.sales@kropexauto.com"
"BIJJARGI MOTORS-3003010","NH-13, BYE PASS INDI ROAD CROSS, NU","Bijapur","Karnataka","586104","08352 - 650931 / 650831 / 253531","agm@bijjargimotors.com"
"SREE AUTO","BVKS LAYOUT, BHEEMASAMUDRA ROAD","Chitradurga","Karnataka","577501","08194-226610","gmtumkur@sreeautos.com"
"MANICKBAG AUTOMOBILES PVT LTD-3002955","APMC ROAD, DONGRE BUILDING, OPP. RELIANCE PETROL PUMP, BELGAUM ROAD","Gokak","Karnataka","591307","8884411634","belgaumsm@gmail.com"
"URS KAR SERVICE CENTRE (P) LTD","OPP. BHAGAVATI TEMPLE, KAIKERI","Gonikoppal","Karnataka","571213","9620333462","sales.gk@urkar.com"
"MANICKBAG AUTOMOBILES PVT LTD-3002970","PB ROAD, UDAY NAGAR, ASHWINI NAGAR","Haveri","Karnataka","581110","9845510472","deepak@manickbag.com"
"BELLAD ENTERPRISES PVT LTD","BESIDE TMAE POLYTECHNIC COLLEGE, BELLARY ROAD","Hospet","Karnataka","583201","9945524047","shivanandwaghamore@belladandcompany.com"
"MANICKBAG AUTOMOBILES PVT LTD-3002970","VIDYA NAGAR, HUBLI, TQ : HUBLI DIST : DHARWAD","Hubli","Karnataka","580021","0836 - 2372486 / 2374535","sanjot@manickbag.com"
"KEY MOTOR VENTURES PRIVATE LIMITED","SURVEY NO 38/14, KALLAHALLI VILLAGE, KASABA HOBLI, KANAKAPURA TALUK","Kanakapura","Karnataka","562117","9148846459","cmd@keymotors.in"
"BELLAD ENTERPRISES PVT LTD","AMMINPUR STREET, NEAR SANGEETA MOBILE SHOP, GADAG ROAD","Koppal","Karnataka","583231","0836-2218318","umeshwadkar@belladandcompany.com"
"AUTO MATRIX","MANJUSHA BUILDING, NEAR KSRTC, BEJAI CHURCH ROAD, BEJAI","Mangalore","Karnataka","575004","0824 - 6539237","matrixsales@rediffmail.com"
"URS KAR SERVICE CENTRE (P) LTD","CH-11 NEW KANTHARAJ URS ROAD, KRISHNAMURTHYPURAM","Mysore","Karnataka","570004","0821 - 4005400","kurs@urskar.com"
"BELLAD ENTERPRISES PVT LTD","OPP. AGRI UNIVERSITY, NEAR JOHN MILTON SCHOOL, LINGASUGUR ROAD","Raichur","Karnataka","584101","9945524047","shivanandwaghamore@belladandcompany.com"
"PRERANA AUTOMOTIVE","PLOT NO.118, 1ST MAIN, AUTO COMPLEX,, SAGAR ROAD,KALAHALLI VILLAGE","Shimoga","Karnataka","577204","",""
"ADISHAKTI CARS PVT LTD","# 21, SHESHADRIPURAM, SHANKARMUTT ROAD","Shimoga","Karnataka","577201","08182 - 658888 / 659488","info@adishakticars.com"
"MANICKBAG AUTOMOBILES PVT LTD-3002970","A K GROUP'S BUILDING, OPP APMC GATE, HUBLI ROAD","Sirsi","Karnataka","581402","9845445450","mahaveer@manick.com"
"AUTO MATRIX","MANGALORE MYSORE HIGHWAY, NEAR FIRE STATION","Sulya","Karnataka","574239","9980007768","ceo@automatrixcars.in"
"SREE AUTO","BANDI HALLY INDUSTRIAL ESTATE, B.H.ROAD","Tiptur","Karnataka","572201","9845991688","srinivashd@sreeautos.com"
"SREE AUTO","NO. 1, NEXT TO HEMAVATHI CHANNEL, NEAR GUBBI GATE, B H ROAD","Tumkur","Karnataka","572107","9845991688","srinivashd@sreeautos.com"
"NCS AUTOMOTIVES PRIVATE LIMITED","KANJIRAMCHIRA MURIYIL, NEAR GOVT. GUEST OFFICE, SOUTH ARYAD","Alappuzha","Kerala","688007","9526011193","sales3@ncsautocorp.com"
"SREE GOKULAM MOTORS AND SERVICES PV","NO. XX11/158B, CEEPEES BUILDING, OPP. ST. JOSEPHS HIGH SCHOOL","Angamaly","Kerala","683572","9847324342","ceo@gokulammotors.com"
"NCS AUTOMOTIVES PRIVATE LIMITED","JOHNS BUILDINGS, NEAR GEORGE FUELS, AROOR P O","Aroor","Kerala","688534","7909289721","sales7@ncsautocorp.com"
"NCS AUTOMOTIVES PRIVATE LIMITED","ST. THOMAS ORTHODOX BUILDING, UMAYATTUKKARA, KALLISSERY","Chengannur","Kerala","689124","7909289727","sales8@ncsautocorp.com"
"NCS AUTOMOTIVES PRIVATE LIMITED","11TH MILE, NH 66","Cherthala","Kerala","688524","9526011193","cmd@ncscorp.org"
"SREE GOKULAM MOTORS AND SERVICES PV","NO. 10, 256/C, SURVEY NO 1562/1, NH47, BYE PASS ROAD, NETTOOR","Ernakulam","Kerala","682040","9847324342","ceo@gokulammotors.com"
"KVR DREAM VEHICLES PVT LTD","PAYANCHERI MUKKU, IRITTY-PERAVOOR ROAD","Iritty","Kerala","670703","9746476001","info@kvrtata.com;sales@kvrtata.com"
"KVR DREAM VEHICLES PVT LTD","KOVVALPALLY, NEAR LATEST DAILY","Kanhangad","Kerala","671315","9746476001","info@kvrtata.com;sales@kvrtata.com"
"MK MOTORS","26TH MILE, PARATHODU P O","Kanjirappally","Kerala","686512","9946102772","gm@mkmotors.co.in"
"KVR DREAM VEHICLES PVT LTD","CHIRAKKU THAZHE, P.O. KIZHUNNA, NADAL","Kannur","Kerala","670007","9746476001","info@kvrtata.com;sales@kvrtata.com"
"TRIVANDRUM MOTORS PVT. LTD.","KRISHNA TOWERS, ETIRUTHY","Kattakada","Kerala","695572","9072035555","ceo@trivandrummotors.com"
"MALAYALAM VEHICLES INDIA PVT LTD","VELLAYAMKUDY P.O","Kattappana","Kerala","685515","0484 4211011","rben@malayalamgroup.in"
"NCS AUTOMOTIVES PRIVATE LIMITED","KALLUMOODU, NH 66","Kayamkulam","Kerala","690502","9526011193","cmd@ncscorp.org"
"TRIVANDRUM MOTORS PVT. LTD.","BUILDING NO.1033/D, CHIRAYINKEEZHU, KILIMANOOR P.O","Kilimanoor","Kerala","695601","9072035555","ceo@trivandrummotors.com"
"MALAYALAM VEHICLES INDIA PVT LTD","CC NO.52/3171, 3172, SHARON TOWER, OPP. SALAFI MASJID, VYTTILA","Kochi","Kerala","682019","0484 4211011","rben@malayalamgroup.in"
"MALAYALAM VEHICLES INDIA PVT LTD","BUILDING NO 18/615-1, 615-2, SY NO 176/2, 176/3, ALUVA WEST VILLAGE","Kochi","Kerala","683101","8111991717","saleshead@malayalamvehicles.com"
"MALAYALAM VEHICLES INDIA PVT LTD","BUILDING NO: 3/382, EDAPPUTHUSSERIL BUILDING, M.C. ROAD","Koothattukulam","Kerala","686662","8111991717","saleshead@malayalamvehicles.com"
"MALAYALAM VEHICLES INDIA PVT LTD","BUILDING NO - XVI/ 269 D+E, NEAR KUTHUKUZHI SOCIETY, KUTHUKUZHI P.O.","Kothamangalam","Kerala","686691","8111991717","saleshead@malayalamvehicles.com"
"MUTHOOT AUTOMOBILE SOLUTIONS PRIVATE LIMITED","INCHAKKAL TOWER, LOWER KARICKOM, M C ROAD","Kottarakkara","Kerala","691531","9656700995","pramod.s@muthoot.com"
"MK MOTORS","KURIAN JOHN BUILDING, MANIPUZHA, MC ROAD","Kottayam","Kerala","686013","0481 - 2568360","gm@mkmotors.co.in"
"MARINA MOTORS(INDIA) PVT LTD","BYE PASS ROAD, PANTHEERANKAVU","Kozhikode","Kerala","673019","0495 - 2436100 / 2436111","admin@marinamotorsindia.com"
"ROTANA MOTOR PRIVATE LIMITED","BUILDING NO.6/1026, KANNUR ROAD, NEAR PARAGON RESTAURANT","Kozhikode","Kerala","673001","8606000900","ajishadkk@gmail.com"
"HYSON MOTORS (P) LTD","DOOR NO. VII/245G, AKKIKAVU P.O.","Kunnamkulam","Kerala","680519","9249569435","ed@hysonmotors.com"
"ROTANA MOTOR PRIVATE LIMITED","DWARKA, NALLOORNADU (PO)","Mananthavady","Kerala","670645","9072625411","gmsales@rotanatata.com"
"SREE GOKULAM MOTORS AND SERVICES PV","BUILDING NO. VIII/395, ACHANKAVALA, THODUPUZHA MUVATTUPUZHA HIGHWAY, MADAKATHANAM P.O.","Manjalloor","Kerala","686670","9847324342","ceo@gokulammotors.com"
"NCS AUTOMOTIVES PRIVATE LIMITED","PYNUMOOTTIL BUILDINGS, KUNNAM P O","Mavelikkara","Kerala","690108","7909289707","sales4@ncsautocorp.com"
"MARINA MOTORS(INDIA) PVT LTD","ULPURATH BUILDING, PO MUKKAM, AGASTIAMUZHI","Mukkam","Kerala","673602","9544787878","admin@marinamotorsinda.com"
"MALAYALAM VEHICLES INDIA PVT LTD","OPP. MAKKAR PLAZA, PNB JUNCTION, EEC MARKET ROAD, KEECHERIPADY, MUVATTUPUZHA MARKET P O","Muvattupuzha","Kerala","686673","8111991726","mvpsales@malayalamvehicles.com"
"DERIK MOTORS PVT. LTD.","NMC XVIII / 343 (8), SUBAIR KUNJU MEMORIAL BUILDING, MANCHA PO","Nedumangad","Kerala","695541","7594970000","saleshead@deriktata.in"
"TRIVANDRUM MOTORS PVT. LTD.","NMC 5/455A, SIVAPULARI, MARUTHUR","Neyyattinkara","Kerala","695121","7356605555","gm.ss@trivandrummotors.com"
"KVR AUTOMOTIVE PVT. LTD.","VELIYAMTHODE","Nilambur","Kerala","679329","7558860066","shahabad.a@kvrtata.com"
"MK MOTORS","AREECKAL BUILDING, KANATTUPARA, KIZHATHADIYOOR P O","Palai","Kerala","686574","9946102772","gm@mkmotors.co.in"
"MALAYALAM VEHICLES INDIA PVT LTD","BUILDING NO:515/A,, MANNAM P.O","Paravur","Kerala","683520","8111991717","saleshead@malayalamvehicles.com"
"MK MOTORS","AMBALATHINKAL BUILDING, VARIYAPURAM P.O","Pathanamthitta","Kerala","689643","9946102754","gm@mkmotors.co.in"
"HYSON MOTORS (P) LTD","ROOM NO. 21/415 A, B, SHOBA COMPLEX, NEAR PZNR BUS STAND, THIRUVILWAMALA ROAD","Pazhayannur","Kerala","680587","0488-5283827","ed@hysonmotors.com"
"MARINA MOTORS(INDIA) PVT LTD","DOTTAPPANKULAM, KALPETTA BYPASS ROAD","Sulthanbathery","Kerala","673592","9544787878","admin@marinamotorsindia.com"
"KVR DREAM VEHICLES PVT LTD","HIGHWAY TALIPARAMBA, NEAR MOOTHEDATH HSS","Taliparamba","Kerala","670141","9746476001","info@kvrtata.com;sales@kvrtata.com"
"MK MOTORS","ST. GEORGE ARCADE, PALLIKAVALA","Thalayolaparambu","Kerala","686605","9946102737","smktm@mkmotors.co.in"
"MK MOTORS","KUTTOOR P.O","Thiruvalla","Kerala","689101","9946102750","gm@mkmotors.co.in"
"DERIK MOTORS PVT. LTD.","DERIK PLAZA, DERIK JUNCTION, NAGERCOIL MAIN ROAD, NEERAMANKARA, KAIMANAM","Thiruvananthapuram","Kerala","695018","9446006061","admin@derikmotor.com"
"TRIVANDRUM MOTORS PVT. LTD.","ENCHAKKAL - KOVALAM BY-PASS ROAD, BEHIND AMBALATHARA MILMA DIARY, POONTHURA","Thiruvananthapuram","Kerala","695026","0471 - 2384133","gm.ss@trivandrummotors.com"
"MALAYALAM VEHICLES INDIA PVT LTD","ATHICKAL ARCADE, VENGALLOOR MANGATTUKAVALA 4 LANE BYE PASS, MOTHALKKUDAM PO, VADAKKUMMURY","Thodupuzha","Kerala","685584","8111991744","sm.emo@malayalamvehicles.com"
"HYSON MOTORS (P) LTD","PUZHAKKALPPADAM, GURUVAYUR ROAD, PUNKUNNAM (P.O.)","Thrissur","Kerala","680002","0487 - 6457777 / 6458888 / 6459999","ed@hysonmotors.com"
"KVR DREAM VEHICLES PVT LTD","AAK TOWER, NADUVILANGADI","Tirur","Kerala","676107","9746476001","info@kvrtata.com;sales@kvrtata.com"
"MARINA MOTORS(INDIA) PVT LTD","21/111/ B1 & B2, UNITY PLAZA BUILDING, OPP APPOLO GOLD,  NH BYEPASS","Vadakara","Kerala","673101","9544787878","admin@marinamotorsindia.com"
"TRIVANDRUM MOTORS PVT. LTD.","RICHMAN TOWER, RICHMAN JUNCTION, PALACHIRA PO","Varkala","Kerala","695141","0471-2384122","gm.ss@trivandrummotors.com"
"DERIK MOTORS PVT. LTD.","TRIVANDRUM KILIMANOOR ROAD","Venjaramoodu","Kerala","695607","7594970000","saleshead@deriktata.in"
"SANGHI BROTHERS (INDORE) PVT LTD-3000504","NEAR CHHAWANI AGAR","Agar","Madhya Pradesh","465441","9425351342","deepak.t@sbil.in"
"M/S SETH & SONS","NEAR VIVEK TALKIES, STATION ROAD","Ashoknagar","Madhya Pradesh","473331","9425407992","emoaskn.tatasales@gmail.com"
"SUNIL AUTOMOTIVES-3009170","RM CITY, NAVEGAON, GONDIA ROAD","Balaghat","Madhya Pradesh","481001","7771003675","gmsales@sunilauto.com;service@sunilauto.com"
"SUNIL AUTOMOTIVES-3009170","INFRONT OF JANI DHABA, BADORA, CHHINDWARA ROAD","Betul","Madhya Pradesh","460001","7771003669","devesh5512@gmail.com"
"VEER MOTOR COMPANY","NEAR SREE RAM COLONY , NH-12, HOSHANGABAD ROAD","Bhopal","Madhya Pradesh","462026","8236836401","sales@veermotors.com"
"VARENYAM MOTOR CAR","189, JINSI ROAD","Bhopal","Madhya Pradesh","462008","0755-2575244","varenyamtata@gmail.com"
"VARENYAM MOTOR CAR","56 / 57, GOVINDPURA INDUSTRIAL AREA, J.K. ROAD","Bhopal","Madhya Pradesh","462023","0755-4927888","tata@varenyam.com"
"VARENYAM MOTOR CAR","OLD AB ROAD, BHOPAL BY PASS","Biaora","Madhya Pradesh","465674","8959905351","varenyamtata@gmail.com"
"SUNIL AUTOMOTIVES-3009170","NEAR HANUMAN MANDIR, GRAM SARRA NAGPUR ROAD","Chhindwara","Madhya Pradesh","480001","9425148248","sunilautomotives63@gmail.com"
"CHHABRA AUTOLINK PVT LTD","3 YAMUNA NAGAR, A.B. ROAD","Dewas","Madhya Pradesh","455001","0731-234000","accounts@chhabraauto.com"
"SANGHI BROTHERS (INDORE) PVT LTD-3000500","34 SILVER HILL, DHAR ROAD","Dhar","Madhya Pradesh","454001","7292408735","adarshmishra@sbil.in"
"M/S SETH & SONS","NEAR VANDANA CONVENT SCHOOL, A.B. ROAD","Guna","Madhya Pradesh","473001","07542-224221","sethsons.tatamotors@gmail.com"
"SAMARTH CARS PVT.LTD.","SHIVPURI LINK ROAD","Gwalior","Madhya Pradesh","474001","7514013128","agrawal.mukeshgwalior@gmail.com"
"SHYAM AUTOMOTIVE","4, ADITYA NAGAR, BETWEEN RAJIV GANDHI SQUARE AND BHAWARKUA CIRCLE, A.B. ROAD","Indore","Madhya Pradesh","452001","9644644222","tata.shyamauto@gmail.com"
"SANGHI BROTHERS (INDORE) PVT LTD-3000500","#6 MANORAMA GANJ","Indore","Madhya Pradesh","452001","0731 - 2490361","adarshmishra@sbil.in"
"COMMERCIAL AUTOMOBILES  LTD-3007000","SHASTRI BRIDGE, 124, NAPIER TOWN","Jabalpur","Madhya Pradesh","482001","0761 - 2451941-45 / 2450821","sales.pcd@tatacommercial.com"
"PRAHLAD ABHIKARAN","INFRONT OF MAHARASHI VIDYA MANDIR, BISTAN ROAD","Khargone","Madhya Pradesh","451001","07282-242444","md@prahladgroup.com"
"CHHABRA AUTOLINK PVT LTD","NEMAWAR ROAD, FRONT OF GOVT COLLEGE","Khategaon","Madhya Pradesh","455336","9285103000","gmsales.t@chhabraauto.com"
"SHYAM AUTOMOTIVE","KHASRA NO. 236/9, MAIN ROAD","Kukshi","Madhya Pradesh","454331","9109106103","automotiveshyam@gmail.com"
"SUGANDH AUTOMOTIVE","STEEL NAGAR, KRISHI MANDI ROAD","Mandsaur","Madhya Pradesh","458001","9285000112","sugandhmandsaur@gmail.com"
"SAMARTH CARS PVT.LTD.","SADAR BAZAR, SHIKSHA NAGAR, MAHARAJPUR, JAURA ROAD","Morena","Madhya Pradesh","476001","7771007626","gm@samarthcars.org"
"SANGHI BROTHERS (INDORE) PVT LTD-3000504","BERCHA ROAD, IN FRONT OF SHREE KRISHAN RESTAURANT","Nagda","Madhya Pradesh","456335","9425351342","deepak.t@sbil.in"
"SUGANDH AUTOMOTIVE","MHOW ROAD, NEAR RELIANCE PETROL PUMP","Neemuch","Madhya Pradesh","458441","7747000027","gm.sugandhautomotive@gmail.com"
"VEER MOTOR COMPANY","SHREE RAM COLONY, NH 12","Raisen","Madhya Pradesh","464551","8236836410","harshvidyarthi@veermotors.com"
"SUGANDH AUTOMOTIVE","12/1 MHOW ROAD, OPPOSITE BUS STAND","Ratlam","Madhya Pradesh","457001","9425329796","sugandhautomotive@gmail.com"
